datetime,temperature_nasa,humidity,wind_speed_nasa,ghi
2020-01-01 00:00:00,4.15,63.83,0.95,0.0
2020-01-01 01:00:00,3.49,67.62,0.9,0.0
2020-01-01 02:00:00,2.87,71.66,0.97,0.0
2020-01-01 03:00:00,2.11,76.28,1.12,0.0
2020-01-01 04:00:00,1.34,80.38,1.31,0.0
2020-01-01 05:00:00,0.83,82.71,1.53,0.0
2020-01-01 06:00:00,0.46,83.8,1.75,0.0
2020-01-01 07:00:00,0.32,82.99,1.85,0.0
2020-01-01 08:00:00,2.17,76.68,1.61,100.72
2020-01-01 09:00:00,5.22,67.98,1.61,243.02
2020-01-01 10:00:00,7.13,60.18,0.76,367.42
2020-01-01 11:00:00,8.59,59.02,0.18,438.17
2020-01-01 12:00:00,10.16,57.04,0.57,458.77
2020-01-01 13:00:00,11.31,54.25,0.97,414.52
2020-01-01 14:00:00,11.52,55.24,1.15,313.92
2020-01-01 15:00:00,10.5,67.97,0.97,179.93
2020-01-01 16:00:00,8.67,65.52,1.02,36.75
2020-01-01 17:00:00,7.77,64.7,0.94,0.0
2020-01-01 18:00:00,7.33,65.24,0.73,0.0
2020-01-01 19:00:00,7.01,65.5,0.44,0.0
2020-01-01 20:00:00,6.61,66.4,0.17,0.0
2020-01-01 21:00:00,6.05,68.7,0.24,0.0
2020-01-01 22:00:00,5.37,72.18,0.44,0.0
2020-01-01 23:00:00,4.52,76.92,0.58,0.0
2020-01-02 00:00:00,3.72,81.72,0.61,0.0
2020-01-02 01:00:00,2.74,87.79,0.57,0.0
2020-01-02 02:00:00,2.04,92.07,0.56,0.0
2020-01-02 03:00:00,1.49,95.32,0.63,0.0
2020-01-02 04:00:00,1.2,96.42,0.74,0.0
2020-01-02 05:00:00,0.85,97.74,0.86,0.0
2020-01-02 06:00:00,0.57,97.63,0.93,0.0
2020-01-02 07:00:00,0.5,95.07,0.86,0.0
2020-01-02 08:00:00,1.29,89.62,0.99,99.05
2020-01-02 09:00:00,2.43,85.95,0.82,238.12
2020-01-02 10:00:00,3.89,80.33,0.47,354.92
2020-01-02 11:00:00,6.14,75.0,0.45,438.2
2020-01-02 12:00:00,8.52,66.49,1.06,456.83
2020-01-02 13:00:00,9.99,61.02,1.49,403.0
2020-01-02 14:00:00,10.34,61.13,1.6,308.55
2020-01-02 15:00:00,9.49,72.78,1.29,173.85
2020-01-02 16:00:00,7.03,77.23,1.41,34.47
2020-01-02 17:00:00,5.74,80.53,1.34,0.0
2020-01-02 18:00:00,5.75,80.66,1.15,0.0
2020-01-02 19:00:00,5.53,82.26,0.95,0.0
2020-01-02 20:00:00,5.32,83.47,0.82,0.0
2020-01-02 21:00:00,4.89,85.68,0.73,0.0
2020-01-02 22:00:00,4.44,88.44,0.67,0.0
2020-01-02 23:00:00,3.98,91.15,0.64,0.0
2020-01-03 00:00:00,3.36,94.83,0.8,0.0
2020-01-03 01:00:00,2.83,98.05,1.05,0.0
2020-01-03 02:00:00,2.38,100.0,1.24,0.0
2020-01-03 03:00:00,1.74,100.0,1.39,0.0
2020-01-03 04:00:00,0.87,100.0,1.57,0.0
2020-01-03 05:00:00,0.32,100.0,1.71,0.0
2020-01-03 06:00:00,0.23,100.0,1.82,0.0
2020-01-03 07:00:00,0.21,100.0,1.83,0.0
2020-01-03 08:00:00,1.39,99.04,1.94,67.4
2020-01-03 09:00:00,2.4,92.41,2.44,154.15
2020-01-03 10:00:00,3.4,88.05,2.23,213.38
2020-01-03 11:00:00,5.28,77.49,2.2,308.65
2020-01-03 12:00:00,6.76,70.81,2.05,307.98
2020-01-03 13:00:00,7.8,66.89,2.12,267.65
2020-01-03 14:00:00,8.28,66.37,2.29,198.12
2020-01-03 15:00:00,7.81,75.62,1.96,110.12
2020-01-03 16:00:00,5.35,82.55,1.78,25.35
2020-01-03 17:00:00,3.42,90.91,2.31,0.0
2020-01-03 18:00:00,1.99,99.83,2.79,0.0
2020-01-03 19:00:00,0.81,100.0,3.17,0.0
2020-01-03 20:00:00,0.47,100.0,3.42,0.0
2020-01-03 21:00:00,0.44,100.0,4.03,0.0
2020-01-03 22:00:00,0.53,100.0,4.66,0.0
2020-01-03 23:00:00,0.8,100.0,5.12,0.0
2020-01-04 00:00:00,1.05,99.15,5.19,0.0
2020-01-04 01:00:00,1.38,98.6,5.06,0.0
2020-01-04 02:00:00,1.54,99.01,4.76,0.0
2020-01-04 03:00:00,1.57,99.21,4.58,0.0
2020-01-04 04:00:00,1.49,99.54,4.42,0.0
2020-01-04 05:00:00,1.35,99.45,4.41,0.0
2020-01-04 06:00:00,1.02,99.8,4.37,0.0
2020-01-04 07:00:00,0.67,99.32,4.56,0.0
2020-01-04 08:00:00,1.41,94.88,4.88,103.45
2020-01-04 09:00:00,3.55,84.17,5.26,244.35
2020-01-04 10:00:00,6.19,71.43,5.69,360.83
2020-01-04 11:00:00,8.34,60.92,5.67,430.6
2020-01-04 12:00:00,9.74,54.62,5.58,462.75
2020-01-04 13:00:00,10.5,52.46,5.6,422.42
2020-01-04 14:00:00,10.68,53.1,5.49,327.62
2020-01-04 15:00:00,9.87,60.24,4.09,188.18
2020-01-04 16:00:00,6.14,80.06,3.02,41.47
2020-01-04 17:00:00,4.01,84.97,3.51,0.0
2020-01-04 18:00:00,3.48,87.47,3.75,0.0
2020-01-04 19:00:00,2.96,90.17,4.1,0.0
2020-01-04 20:00:00,2.34,94.03,4.36,0.0
2020-01-04 21:00:00,1.64,99.28,4.29,0.0
2020-01-04 22:00:00,1.01,100.0,4.22,0.0
2020-01-04 23:00:00,0.43,100.0,4.22,0.0
2020-01-05 00:00:00,0.21,100.0,4.41,0.0
2020-01-05 01:00:00,0.08,100.0,4.5,0.0
2020-01-05 02:00:00,-0.48,100.0,3.98,0.0
2020-01-05 03:00:00,-0.87,100.0,3.99,0.0
2020-01-05 04:00:00,-1.15,100.0,4.14,0.0
2020-01-05 05:00:00,-1.4,100.0,4.2,0.0
2020-01-05 06:00:00,-1.56,100.0,4.12,0.0
2020-01-05 07:00:00,-1.61,98.57,4.07,0.0
2020-01-05 08:00:00,0.23,88.7,4.02,112.75
2020-01-05 09:00:00,3.13,74.42,3.96,261.83
2020-01-05 10:00:00,5.92,64.12,3.34,386.83
2020-01-05 11:00:00,8.52,56.05,2.68,463.0
2020-01-05 12:00:00,10.45,50.59,1.95,480.88
2020-01-05 13:00:00,11.49,49.38,1.23,441.25
2020-01-05 14:00:00,11.88,48.42,0.72,346.7
2020-01-05 15:00:00,11.29,56.94,0.36,207.5
2020-01-05 16:00:00,9.73,53.63,0.54,50.25
2020-01-05 17:00:00,8.41,54.84,0.76,0.0
2020-01-05 18:00:00,7.29,58.48,0.96,0.0
2020-01-05 19:00:00,6.64,60.24,1.13,0.0
2020-01-05 20:00:00,6.15,61.67,1.2,0.0
2020-01-05 21:00:00,5.75,62.76,1.16,0.0
2020-01-05 22:00:00,5.42,63.38,1.1,0.0
2020-01-05 23:00:00,4.98,64.66,1.21,0.0
2020-01-06 00:00:00,4.0,68.32,1.43,0.0
2020-01-06 01:00:00,3.19,71.36,1.6,0.0
2020-01-06 02:00:00,2.56,73.4,1.63,0.0
2020-01-06 03:00:00,2.05,74.62,1.55,0.0
2020-01-06 04:00:00,1.52,75.54,1.53,0.0
2020-01-06 05:00:00,0.97,76.08,1.64,0.0
2020-01-06 06:00:00,0.58,75.46,1.71,0.0
2020-01-06 07:00:00,0.33,74.01,1.63,0.0
2020-01-06 08:00:00,1.68,76.56,1.35,105.0
2020-01-06 09:00:00,4.23,63.02,1.42,252.48
2020-01-06 10:00:00,6.6,56.53,0.88,381.98
2020-01-06 11:00:00,8.76,53.67,0.51,456.67
2020-01-06 12:00:00,11.11,45.58,0.65,476.65
2020-01-06 13:00:00,12.2,43.44,0.85,299.29
2020-01-06 14:00:00,12.38,45.32,0.96,341.83
2020-01-06 15:00:00,11.4,60.0,0.87,200.82
2020-01-06 16:00:00,9.18,57.52,1.02,47.72
2020-01-06 17:00:00,7.79,56.57,1.17,0.0
2020-01-06 18:00:00,6.24,62.16,1.73,0.0
2020-01-06 19:00:00,4.52,68.86,2.58,0.0
2020-01-06 20:00:00,3.1,73.76,2.98,0.0
2020-01-06 21:00:00,2.23,75.96,3.03,0.0
2020-01-06 22:00:00,1.51,77.33,3.05,0.0
2020-01-06 23:00:00,0.99,77.99,3.06,0.0
2020-01-07 00:00:00,0.47,79.08,3.2,0.0
2020-01-07 01:00:00,-0.03,81.09,3.43,0.0
2020-01-07 02:00:00,-0.29,82.88,3.52,0.0
2020-01-07 03:00:00,-0.51,84.65,3.4,0.0
2020-01-07 04:00:00,-0.66,85.17,3.19,0.0
2020-01-07 05:00:00,-0.66,84.13,3.02,0.0
2020-01-07 06:00:00,-0.61,82.75,2.95,0.0
2020-01-07 07:00:00,-0.32,80.04,2.85,0.0
2020-01-07 08:00:00,2.23,75.0,2.38,104.85
2020-01-07 09:00:00,5.74,64.5,2.72,244.4
2020-01-07 10:00:00,8.18,53.59,2.2,375.25
2020-01-07 11:00:00,10.11,51.16,1.54,453.45
2020-01-07 12:00:00,12.0,47.23,1.27,470.75
2020-01-07 13:00:00,13.53,41.82,1.52,434.42
2020-01-07 14:00:00,13.9,44.12,1.78,339.83
2020-01-07 15:00:00,12.63,62.48,1.58,201.62
2020-01-07 16:00:00,9.6,59.62,2.11,51.7
2020-01-07 17:00:00,7.11,61.39,2.59,0.0
2020-01-07 18:00:00,5.28,67.65,3.0,0.0
2020-01-07 19:00:00,3.49,74.61,3.44,0.0
2020-01-07 20:00:00,2.47,77.55,3.73,0.0
2020-01-07 21:00:00,1.91,77.29,3.82,0.0
2020-01-07 22:00:00,1.43,76.67,3.75,0.0
2020-01-07 23:00:00,1.01,76.26,3.62,0.0
2020-01-08 00:00:00,0.7,75.61,3.57,0.0
2020-01-08 01:00:00,0.54,74.84,3.57,0.0
2020-01-08 02:00:00,0.51,74.76,3.57,0.0
2020-01-08 03:00:00,0.68,74.76,3.57,0.0
2020-01-08 04:00:00,0.79,75.08,3.56,0.0
2020-01-08 05:00:00,1.11,76.09,3.47,0.0
2020-01-08 06:00:00,1.49,77.35,3.42,0.0
2020-01-08 07:00:00,0.97,78.94,3.49,0.0
2020-01-08 08:00:00,3.66,76.34,3.01,101.18
2020-01-08 09:00:00,7.49,60.13,3.51,242.0
2020-01-08 10:00:00,9.91,54.24,2.64,368.02
2020-01-08 11:00:00,12.63,52.23,2.11,440.48
2020-01-08 12:00:00,14.33,50.47,1.66,459.98
2020-01-08 13:00:00,15.21,49.21,1.19,425.48
2020-01-08 14:00:00,15.43,49.35,0.82,330.42
2020-01-08 15:00:00,14.64,59.55,0.64,193.38
2020-01-08 16:00:00,12.33,61.21,1.11,49.28
2020-01-08 17:00:00,10.26,63.19,1.51,0.0
2020-01-08 18:00:00,9.05,66.88,1.72,0.0
2020-01-08 19:00:00,7.73,71.46,1.88,0.0
2020-01-08 20:00:00,6.39,76.95,2.13,0.0
2020-01-08 21:00:00,4.94,83.72,2.34,0.0
2020-01-08 22:00:00,3.58,91.91,2.33,0.0
2020-01-08 23:00:00,2.59,99.18,2.15,0.0
2020-01-09 00:00:00,1.81,100.0,1.94,0.0
2020-01-09 01:00:00,1.23,100.0,1.82,0.0
2020-01-09 02:00:00,1.36,100.0,1.67,0.0
2020-01-09 03:00:00,2.02,100.0,1.49,0.0
2020-01-09 04:00:00,2.36,97.59,1.77,0.0
2020-01-09 05:00:00,2.44,96.63,1.68,0.0
2020-01-09 06:00:00,2.49,96.48,1.46,0.0
2020-01-09 07:00:00,2.52,96.26,1.33,0.0
2020-01-09 08:00:00,2.77,93.57,1.26,105.62
2020-01-09 09:00:00,3.69,87.69,0.96,245.82
2020-01-09 10:00:00,5.46,79.12,0.51,360.8
2020-01-09 11:00:00,7.65,70.28,0.28,435.6
2020-01-09 12:00:00,9.54,64.15,1.28,461.27
2020-01-09 13:00:00,11.05,62.25,2.14,417.7
2020-01-09 14:00:00,11.8,63.08,2.56,322.1
2020-01-09 15:00:00,11.27,69.77,2.27,187.12
2020-01-09 16:00:00,7.84,86.85,1.99,43.95
2020-01-09 17:00:00,5.83,90.89,2.11,0.0
2020-01-09 18:00:00,6.03,89.7,1.91,0.0
2020-01-09 19:00:00,5.88,91.64,2.01,0.0
2020-01-09 20:00:00,5.09,98.16,2.27,0.0
2020-01-09 21:00:00,4.41,100.0,2.63,0.0
2020-01-09 22:00:00,3.86,100.0,3.44,0.0
2020-01-09 23:00:00,3.58,100.0,4.41,0.0
2020-01-10 00:00:00,3.21,100.0,4.89,0.0
2020-01-10 01:00:00,2.4,98.54,4.95,0.0
2020-01-10 02:00:00,1.24,98.6,4.69,0.0
2020-01-10 03:00:00,0.23,100.0,4.4,0.0
2020-01-10 04:00:00,-0.21,100.0,4.47,0.0
2020-01-10 05:00:00,-0.56,100.0,4.25,0.0
2020-01-10 06:00:00,-0.77,100.0,4.18,0.0
2020-01-10 07:00:00,-0.84,100.0,4.1,0.0
2020-01-10 08:00:00,1.38,89.16,4.96,103.03
2020-01-10 09:00:00,3.8,79.22,5.35,245.73
2020-01-10 10:00:00,6.27,68.29,6.62,373.88
2020-01-10 11:00:00,8.04,59.22,6.95,448.12
2020-01-10 12:00:00,9.17,52.74,6.63,467.95
2020-01-10 13:00:00,9.74,49.37,6.51,431.5
2020-01-10 14:00:00,9.78,48.62,6.33,343.5
2020-01-10 15:00:00,9.04,52.02,5.39,207.45
2020-01-10 16:00:00,5.81,69.93,3.52,56.9
2020-01-10 17:00:00,3.32,79.04,3.69,0.0
2020-01-10 18:00:00,2.82,81.14,3.87,0.0
2020-01-10 19:00:00,2.28,84.8,3.98,0.0
2020-01-10 20:00:00,1.63,90.19,3.99,0.0
2020-01-10 21:00:00,0.96,96.3,3.9,0.0
2020-01-10 22:00:00,0.37,100.0,3.79,0.0
2020-01-10 23:00:00,0.01,100.0,3.83,0.0
2020-01-11 00:00:00,-0.16,100.0,3.89,0.0
2020-01-11 01:00:00,-0.28,100.0,4.12,0.0
2020-01-11 02:00:00,-0.48,100.0,4.21,0.0
2020-01-11 03:00:00,-0.73,100.0,4.11,0.0
2020-01-11 04:00:00,-1.22,100.0,3.92,0.0
2020-01-11 05:00:00,-1.64,100.0,3.83,0.0
2020-01-11 06:00:00,-1.97,100.0,3.79,0.0
2020-01-11 07:00:00,-2.19,100.0,3.7,0.0
2020-01-11 08:00:00,-0.05,91.62,4.38,116.72
2020-01-11 09:00:00,2.5,79.95,4.2,267.4
2020-01-11 10:00:00,5.08,67.71,3.68,396.42
2020-01-11 11:00:00,7.18,56.74,2.65,475.85
2020-01-11 12:00:00,8.97,45.74,1.61,494.2
2020-01-11 13:00:00,10.0,39.59,0.82,455.8
2020-01-11 14:00:00,10.23,37.4,0.53,363.35
2020-01-11 15:00:00,9.59,45.57,0.62,222.95
2020-01-11 16:00:00,7.22,53.37,1.08,65.2
2020-01-11 17:00:00,5.43,51.06,1.48,0.0
2020-01-11 18:00:00,4.19,54.79,1.78,0.0
2020-01-11 19:00:00,3.14,57.45,2.09,0.0
2020-01-11 20:00:00,2.29,58.96,2.27,0.0
2020-01-11 21:00:00,1.57,60.1,2.37,0.0
2020-01-11 22:00:00,0.96,60.95,2.39,0.0
2020-01-11 23:00:00,0.48,61.67,2.34,0.0
2020-01-12 00:00:00,0.12,62.31,2.22,0.0
2020-01-12 01:00:00,-0.09,62.58,2.04,0.0
2020-01-12 02:00:00,-0.17,62.75,1.8,0.0
2020-01-12 03:00:00,-0.49,64.42,1.68,0.0
2020-01-12 04:00:00,-1.06,67.54,1.74,0.0
2020-01-12 05:00:00,-1.69,71.75,1.92,0.0
2020-01-12 06:00:00,-2.34,76.68,2.15,0.0
2020-01-12 07:00:00,-2.77,80.75,2.35,0.0
2020-01-12 08:00:00,-0.21,77.79,2.27,117.88
2020-01-12 09:00:00,2.45,61.64,2.66,270.12
2020-01-12 10:00:00,4.82,53.21,1.97,401.73
2020-01-12 11:00:00,7.08,44.88,1.61,483.98
2020-01-12 12:00:00,8.48,41.7,1.26,505.42
2020-01-12 13:00:00,9.23,41.27,1.06,466.15
2020-01-12 14:00:00,9.4,42.31,0.99,370.98
2020-01-12 15:00:00,8.73,52.9,0.76,231.62
2020-01-12 16:00:00,6.77,52.57,0.87,69.35
2020-01-12 17:00:00,4.71,55.75,1.25,0.0
2020-01-12 18:00:00,3.54,60.93,1.51,0.0
2020-01-12 19:00:00,2.95,64.33,1.6,0.0
2020-01-12 20:00:00,2.57,66.48,1.52,0.0
2020-01-12 21:00:00,2.24,68.66,1.38,0.0
2020-01-12 22:00:00,2.23,69.52,1.17,0.0
2020-01-12 23:00:00,2.02,70.77,0.89,0.0
2020-01-13 00:00:00,1.81,71.6,0.68,0.0
2020-01-13 01:00:00,1.41,73.22,0.68,0.0
2020-01-13 02:00:00,0.74,76.14,0.77,0.0
2020-01-13 03:00:00,-0.2,80.89,0.95,0.0
2020-01-13 04:00:00,-0.99,85.24,1.13,0.0
2020-01-13 05:00:00,-1.62,88.66,1.31,0.0
2020-01-13 06:00:00,-2.22,92.03,1.38,0.0
2020-01-13 07:00:00,-2.37,92.3,1.16,0.0
2020-01-13 08:00:00,-1.14,86.83,0.77,98.4
2020-01-13 09:00:00,0.3,78.3,0.37,227.23
2020-01-13 10:00:00,2.6,68.83,0.78,340.0
2020-01-13 11:00:00,4.4,62.36,2.06,413.45
2020-01-13 12:00:00,5.3,60.0,2.87,426.75
2020-01-13 13:00:00,5.51,60.4,3.05,367.15
2020-01-13 14:00:00,5.26,63.44,2.94,259.25
2020-01-13 15:00:00,4.36,77.01,1.89,161.25
2020-01-13 16:00:00,2.32,85.65,2.22,51.2
2020-01-13 17:00:00,0.71,88.27,2.51,0.0
2020-01-13 18:00:00,-0.08,91.38,2.58,0.0
2020-01-13 19:00:00,-0.78,96.83,2.67,0.0
2020-01-13 20:00:00,-1.36,100.0,2.76,0.0
2020-01-13 21:00:00,-1.86,100.0,2.8,0.0
2020-01-13 22:00:00,-2.18,100.0,2.75,0.0
2020-01-13 23:00:00,-2.28,100.0,2.59,0.0
2020-01-14 00:00:00,-2.28,100.0,2.37,0.0
2020-01-14 01:00:00,-2.14,100.0,2.07,0.0
2020-01-14 02:00:00,-2.07,100.0,1.69,0.0
2020-01-14 03:00:00,-2.04,100.0,1.26,0.0
2020-01-14 04:00:00,-1.7,100.0,0.76,0.0
2020-01-14 05:00:00,-1.41,97.97,0.72,0.0
2020-01-14 06:00:00,-1.6,97.63,0.76,0.0
2020-01-14 07:00:00,-2.0,98.96,1.03,0.0
2020-01-14 08:00:00,-1.46,95.19,1.35,110.55
2020-01-14 09:00:00,0.07,88.8,1.55,241.25
2020-01-14 10:00:00,2.07,82.58,2.28,361.38
2020-01-14 11:00:00,3.87,76.53,2.93,437.73
2020-01-14 12:00:00,5.04,72.67,3.37,453.8
2020-01-14 13:00:00,6.27,67.61,3.71,432.55
2020-01-14 14:00:00,6.66,66.41,3.93,338.75
2020-01-14 15:00:00,6.07,70.91,3.46,203.52
2020-01-14 16:00:00,2.41,90.47,2.71,61.22
2020-01-14 17:00:00,-0.05,100.0,3.14,0.0
2020-01-14 18:00:00,-0.48,100.0,3.15,0.0
2020-01-14 19:00:00,-0.76,100.0,3.08,0.0
2020-01-14 20:00:00,-0.84,100.0,2.98,0.0
2020-01-14 21:00:00,-0.78,100.0,2.81,0.0
2020-01-14 22:00:00,-0.6,100.0,2.67,0.0
2020-01-14 23:00:00,0.03,100.0,2.73,0.0
2020-01-15 00:00:00,0.73,100.0,2.88,0.0
2020-01-15 01:00:00,1.39,97.62,3.06,0.0
2020-01-15 02:00:00,1.79,97.64,3.1,0.0
2020-01-15 03:00:00,2.07,98.63,3.28,0.0
2020-01-15 04:00:00,1.96,100.0,3.16,0.0
2020-01-15 05:00:00,2.06,100.0,3.69,0.0
2020-01-15 06:00:00,1.89,100.0,3.74,0.0
2020-01-15 07:00:00,2.38,100.0,4.34,0.0
2020-01-15 08:00:00,2.94,98.38,4.86,40.33
2020-01-15 09:00:00,3.5,96.92,4.58,96.88
2020-01-15 10:00:00,4.27,95.65,4.58,93.53
2020-01-15 11:00:00,5.19,93.4,4.55,145.07
2020-01-15 12:00:00,5.79,91.98,4.14,175.6
2020-01-15 13:00:00,6.07,92.56,3.42,158.05
2020-01-15 14:00:00,6.17,94.45,2.88,125.47
2020-01-15 15:00:00,6.05,96.86,2.5,102.82
2020-01-15 16:00:00,5.44,100.0,2.43,34.1
2020-01-15 17:00:00,4.69,100.0,2.54,0.0
2020-01-15 18:00:00,4.6,100.0,2.56,0.0
2020-01-15 19:00:00,4.62,100.0,2.45,0.0
2020-01-15 20:00:00,4.6,100.0,2.37,0.0
2020-01-15 21:00:00,4.53,100.0,2.23,0.0
2020-01-15 22:00:00,4.44,100.0,2.08,0.0
2020-01-15 23:00:00,4.34,100.0,2.14,0.0
2020-01-16 00:00:00,4.28,100.0,2.18,0.0
2020-01-16 01:00:00,4.37,100.0,2.13,0.0
2020-01-16 02:00:00,4.34,100.0,2.08,0.0
2020-01-16 03:00:00,4.24,100.0,1.85,0.0
2020-01-16 04:00:00,4.26,100.0,1.53,0.0
2020-01-16 05:00:00,4.11,99.67,1.59,0.0
2020-01-16 06:00:00,3.74,98.57,1.85,0.0
2020-01-16 07:00:00,3.25,97.98,1.84,0.0
2020-01-16 08:00:00,3.16,96.67,1.89,52.38
2020-01-16 09:00:00,3.63,95.43,1.9,125.2
2020-01-16 10:00:00,4.83,93.81,2.26,181.1
2020-01-16 11:00:00,6.02,91.28,2.83,200.12
2020-01-16 12:00:00,7.99,82.45,3.51,255.32
2020-01-16 13:00:00,10.09,70.28,4.47,275.45
2020-01-16 14:00:00,11.2,62.42,4.83,227.12
2020-01-16 15:00:00,10.91,63.84,3.96,145.62
2020-01-16 16:00:00,7.59,78.41,3.08,51.22
2020-01-16 17:00:00,4.91,83.19,3.68,0.0
2020-01-16 18:00:00,4.41,82.6,3.87,0.0
2020-01-16 19:00:00,3.93,83.23,4.02,0.0
2020-01-16 20:00:00,3.47,85.22,4.15,0.0
2020-01-16 21:00:00,3.05,87.22,4.22,0.0
2020-01-16 22:00:00,2.27,91.78,3.77,0.0
2020-01-16 23:00:00,2.62,90.56,4.18,0.0
2020-01-17 00:00:00,3.55,90.3,3.73,0.0
2020-01-17 01:00:00,3.41,96.39,3.18,0.0
2020-01-17 02:00:00,3.8,99.18,3.32,0.0
2020-01-17 03:00:00,4.32,100.0,3.6,0.0
2020-01-17 04:00:00,4.11,100.0,3.24,0.0
2020-01-17 05:00:00,3.56,100.0,2.86,0.0
2020-01-17 06:00:00,3.37,100.0,2.69,0.0
2020-01-17 07:00:00,3.44,100.0,2.63,0.0
2020-01-17 08:00:00,5.1,96.61,2.85,84.5
2020-01-17 09:00:00,6.79,86.78,3.68,176.0
2020-01-17 10:00:00,7.92,78.28,3.98,254.48
2020-01-17 11:00:00,9.07,70.08,4.26,340.5
2020-01-17 12:00:00,9.94,63.73,4.59,323.95
2020-01-17 13:00:00,10.66,59.19,4.72,319.3
2020-01-17 14:00:00,10.88,56.71,4.44,268.2
2020-01-17 15:00:00,10.15,61.11,3.29,168.85
2020-01-17 16:00:00,7.33,77.65,2.15,61.33
2020-01-17 17:00:00,5.44,75.99,2.1,0.0
2020-01-17 18:00:00,5.54,75.33,1.81,0.0
2020-01-17 19:00:00,5.1,75.81,1.69,0.0
2020-01-17 20:00:00,4.4,78.0,1.63,0.0
2020-01-17 21:00:00,3.83,80.45,1.81,0.0
2020-01-17 22:00:00,3.77,82.1,1.85,0.0
2020-01-17 23:00:00,3.79,81.57,1.54,0.0
2020-01-18 00:00:00,3.67,82.03,1.24,0.0
2020-01-18 01:00:00,3.06,86.0,1.41,0.0
2020-01-18 02:00:00,2.39,92.21,1.64,0.0
2020-01-18 03:00:00,2.27,95.88,1.56,0.0
2020-01-18 04:00:00,2.2,99.5,1.45,0.0
2020-01-18 05:00:00,2.11,100.0,1.52,0.0
2020-01-18 06:00:00,1.78,100.0,2.0,0.0
2020-01-18 07:00:00,1.77,100.0,2.45,1.6
2020-01-18 08:00:00,3.63,97.79,3.92,30.15
2020-01-18 09:00:00,4.92,94.99,4.7,98.5
2020-01-18 10:00:00,6.06,92.18,5.68,158.9
2020-01-18 11:00:00,6.38,91.79,5.85,161.7
2020-01-18 12:00:00,6.55,92.14,5.7,114.18
2020-01-18 13:00:00,6.56,93.02,5.52,205.3
2020-01-18 14:00:00,6.63,93.98,5.31,179.88
2020-01-18 15:00:00,6.71,95.34,5.03,119.3
2020-01-18 16:00:00,6.65,97.32,4.72,45.92
2020-01-18 17:00:00,6.6,98.83,4.25,0.0
2020-01-18 18:00:00,6.62,100.0,3.68,0.0
2020-01-18 19:00:00,6.78,100.0,3.55,0.0
2020-01-18 20:00:00,6.41,100.0,3.72,0.0
2020-01-18 21:00:00,4.98,100.0,3.44,0.0
2020-01-18 22:00:00,4.14,100.0,3.94,0.0
2020-01-18 23:00:00,4.13,94.8,4.84,0.0
2020-01-19 00:00:00,3.39,94.73,4.83,0.0
2020-01-19 01:00:00,2.76,95.06,4.9,0.0
2020-01-19 02:00:00,2.98,93.58,5.11,0.0
2020-01-19 03:00:00,2.82,94.22,4.8,0.0
2020-01-19 04:00:00,2.35,95.38,4.77,0.0
2020-01-19 05:00:00,1.87,96.18,4.95,0.0
2020-01-19 06:00:00,1.99,94.31,5.45,0.0
2020-01-19 07:00:00,2.41,92.37,6.57,2.67
2020-01-19 08:00:00,3.48,89.04,7.57,47.85
2020-01-19 09:00:00,5.2,79.94,9.88,133.57
2020-01-19 10:00:00,6.75,63.41,12.49,204.52
2020-01-19 11:00:00,7.86,49.0,13.41,299.65
2020-01-19 12:00:00,8.51,38.97,13.58,317.5
2020-01-19 13:00:00,8.45,32.79,13.44,296.98
2020-01-19 14:00:00,7.81,31.44,13.07,239.77
2020-01-19 15:00:00,6.74,33.23,12.49,145.7
2020-01-19 16:00:00,5.22,37.77,11.79,51.72
2020-01-19 17:00:00,3.59,45.19,11.89,0.0
2020-01-19 18:00:00,2.36,55.12,12.11,0.0
2020-01-19 19:00:00,1.38,64.25,11.8,0.0
2020-01-19 20:00:00,0.82,68.06,11.41,0.0
2020-01-19 21:00:00,0.46,68.7,11.23,0.0
2020-01-19 22:00:00,0.03,68.69,11.22,0.0
2020-01-19 23:00:00,-0.42,69.0,11.33,0.0
2020-01-20 00:00:00,-0.79,69.05,11.28,0.0
2020-01-20 01:00:00,-1.01,69.24,11.43,0.0
2020-01-20 02:00:00,-1.11,68.98,11.18,0.0
2020-01-20 03:00:00,-1.14,68.58,10.61,0.0
2020-01-20 04:00:00,-1.07,67.35,10.41,0.0
2020-01-20 05:00:00,-1.04,66.39,10.52,0.0
2020-01-20 06:00:00,-0.96,65.16,10.54,0.0
2020-01-20 07:00:00,-0.92,64.16,10.64,3.78
2020-01-20 08:00:00,0.0,59.97,10.8,58.6
2020-01-20 09:00:00,1.44,53.38,11.06,135.02
2020-01-20 10:00:00,2.21,49.9,10.53,197.5
2020-01-20 11:00:00,2.51,50.88,10.02,240.0
2020-01-20 12:00:00,2.67,54.72,10.22,219.88
2020-01-20 13:00:00,2.8,58.58,10.59,213.6
2020-01-20 14:00:00,3.2,59.64,10.65,168.82
2020-01-20 15:00:00,3.31,61.29,10.84,108.43
2020-01-20 16:00:00,2.78,65.45,10.74,39.38
2020-01-20 17:00:00,2.1,70.43,10.53,0.0
2020-01-20 18:00:00,1.68,74.13,10.64,0.0
2020-01-20 19:00:00,1.38,77.08,10.86,0.0
2020-01-20 20:00:00,1.38,78.62,10.91,0.0
2020-01-20 21:00:00,1.58,80.11,10.92,0.0
2020-01-20 22:00:00,1.56,81.53,10.8,0.0
