energy_kwh,irradiance,sun_height,temperature,wind_speed,intensity,datetime
0.0,0.0,0.0,2.88,1.31,0.0,2020-01-01 00:00:00
0.0,0.0,0.0,2.03,1.45,0.0,2020-01-01 01:00:00
0.0,0.0,0.0,1.48,1.45,0.0,2020-01-01 02:00:00
0.0,0.0,0.0,1.04,1.52,0.0,2020-01-01 03:00:00
0.0,0.0,0.0,0.69,1.52,0.0,2020-01-01 04:00:00
0.0,0.0,0.0,0.37,1.52,0.0,2020-01-01 05:00:00
0.0,0.0,0.0,0.15,1.52,0.0,2020-01-01 06:00:00
0.0,0.0,0.0,-1.63,1.24,0.0,2020-01-01 07:00:00
0.07944,107.08,4.35,-1.55,1.17,0.0,2020-01-01 08:00:00
0.43699,508.75,12.99,0.98,0.55,0.0,2020-01-01 09:00:00
0.58975,709.53,19.95,4.6,0.34,0.0,2020-01-01 10:00:00
0.68638,850.38,24.65,7.32,0.48,0.0,2020-01-01 11:00:00
0.72876,917.86,26.56,9.26,0.62,0.0,2020-01-01 12:00:00
0.71004,894.07,25.44,10.61,0.76,0.0,2020-01-01 13:00:00
0.57448,708.12,21.44,11.38,0.83,0.0,2020-01-01 14:00:00
0.44026,536.23,15.03,11.54,0.83,0.0,2020-01-01 15:00:00
0.1566,200.91,6.78,10.76,1.17,0.0,2020-01-01 16:00:00
0.0,0.0,0.0,9.16,1.38,0.0,2020-01-01 17:00:00
0.0,0.0,0.0,8.52,0.69,0.0,2020-01-01 18:00:00
0.0,0.0,0.0,7.2,0.14,0.0,2020-01-01 19:00:00
0.0,0.0,0.0,6.36,0.62,0.0,2020-01-01 20:00:00
0.0,0.0,0.0,3.89,1.24,0.0,2020-01-01 21:00:00
0.0,0.0,0.0,2.12,1.52,0.0,2020-01-01 22:00:00
0.0,0.0,0.0,1.44,1.52,0.0,2020-01-01 23:00:00
0.0,0.0,0.0,1.08,1.52,0.0,2020-01-02 00:00:00
0.0,0.0,0.0,0.7,1.52,0.0,2020-01-02 01:00:00
0.0,0.0,0.0,0.59,1.45,0.0,2020-01-02 02:00:00
0.0,0.0,0.0,0.5,1.45,0.0,2020-01-02 03:00:00
0.0,0.0,0.0,0.5,1.38,0.0,2020-01-02 04:00:00
0.0,0.0,0.0,0.53,1.38,0.0,2020-01-02 05:00:00
0.0,0.0,0.0,0.58,1.38,0.0,2020-01-02 06:00:00
0.0,0.0,0.0,0.5,1.1,0.0,2020-01-02 07:00:00
0.14971,188.95,4.34,0.33,1.03,0.0,2020-01-02 08:00:00
0.43725,510.08,13.0,1.61,0.62,0.0,2020-01-02 09:00:00
0.58723,702.35,19.98,3.87,0.41,0.0,2020-01-02 10:00:00
0.69651,857.42,24.7,5.91,0.48,0.0,2020-01-02 11:00:00
0.72582,904.42,26.65,7.51,0.62,0.0,2020-01-02 12:00:00
0.6910700000000001,857.12,25.55,8.58,0.76,0.0,2020-01-02 13:00:00
0.58805,717.04,21.56,9.25,0.9,0.0,2020-01-02 14:00:00
0.44762,538.96,15.15,9.34,0.9,0.0,2020-01-02 15:00:00
0.23498,291.26,6.91,8.73,0.97,0.0,2020-01-02 16:00:00
0.0,0.0,0.0,7.5,0.83,0.0,2020-01-02 17:00:00
0.0,0.0,0.0,6.7,0.34,0.0,2020-01-02 18:00:00
0.0,0.0,0.0,6.42,0.41,0.0,2020-01-02 19:00:00
0.0,0.0,0.0,4.98,0.97,0.0,2020-01-02 20:00:00
0.0,0.0,0.0,2.69,1.38,0.0,2020-01-02 21:00:00
0.0,0.0,0.0,1.91,1.45,0.0,2020-01-02 22:00:00
0.0,0.0,0.0,1.6,1.38,0.0,2020-01-02 23:00:00
0.0,0.0,0.0,1.25,1.38,0.0,2020-01-03 00:00:00
0.0,0.0,0.0,0.89,1.38,0.0,2020-01-03 01:00:00
0.0,0.0,0.0,0.76,1.31,0.0,2020-01-03 02:00:00
0.0,0.0,0.0,1.04,1.17,0.0,2020-01-03 03:00:00
0.0,0.0,0.0,1.87,0.9,0.0,2020-01-03 04:00:00
0.0,0.0,0.0,2.08,0.69,0.0,2020-01-03 05:00:00
0.0,0.0,0.0,1.81,0.62,0.0,2020-01-03 06:00:00
0.0,0.0,0.0,-0.07,1.1,0.0,2020-01-03 07:00:00
0.01814,33.77,4.34,-0.25,1.1,0.0,2020-01-03 08:00:00
0.07683,102.31,13.02,1.2,0.62,0.0,2020-01-03 09:00:00
0.09290999999999999,121.9,20.02,3.9,0.41,0.0,2020-01-03 10:00:00
0.34885000000000005,413.28,24.77,5.92,0.55,0.0,2020-01-03 11:00:00
0.08767,117.74,26.74,7.4,0.62,0.0,2020-01-03 12:00:00
0.20915999999999998,256.11,25.66,8.44,0.69,0.0,2020-01-03 13:00:00
0.31161,374.75,21.68,9.16,0.62,0.0,2020-01-03 14:00:00
0.41513,500.83,15.29,9.53,0.62,0.0,2020-01-03 15:00:00
0.22893,284.29,7.05,9.1,1.03,0.0,2020-01-03 16:00:00
0.0,0.0,0.0,7.79,0.97,0.0,2020-01-03 17:00:00
0.0,0.0,0.0,7.07,0.34,0.0,2020-01-03 18:00:00
0.0,0.0,0.0,4.63,0.76,0.0,2020-01-03 19:00:00
0.0,0.0,0.0,2.08,1.38,0.0,2020-01-03 20:00:00
0.0,0.0,0.0,1.17,1.66,0.0,2020-01-03 21:00:00
0.0,0.0,0.0,0.61,1.72,0.0,2020-01-03 22:00:00
0.0,0.0,0.0,0.63,1.72,0.0,2020-01-03 23:00:00
0.0,0.0,0.0,0.6,1.86,0.0,2020-01-04 00:00:00
0.0,0.0,0.0,0.55,1.86,0.0,2020-01-04 01:00:00
0.0,0.0,0.0,0.58,1.86,0.0,2020-01-04 02:00:00
0.0,0.0,0.0,0.72,1.86,0.0,2020-01-04 03:00:00
0.0,0.0,0.0,0.54,1.86,0.0,2020-01-04 04:00:00
0.0,0.0,0.0,0.33,1.86,0.0,2020-01-04 05:00:00
0.0,0.0,0.0,0.23,1.86,0.0,2020-01-04 06:00:00
0.0,0.0,0.0,-0.11,1.86,0.0,2020-01-04 07:00:00
0.16247,202.88,4.35,-0.14,1.86,0.0,2020-01-04 08:00:00
0.44067,508.03,13.04,1.43,1.72,0.0,2020-01-04 09:00:00
0.5945900000000001,698.51,20.07,4.21,1.72,0.0,2020-01-04 10:00:00
0.70861,853.59,24.84,6.8,1.93,0.0,2020-01-04 11:00:00
0.74871,908.76,26.83,8.61,2.48,0.0,2020-01-04 12:00:00
0.7345499999999999,886.15,25.78,9.82,3.24,0.0,2020-01-04 13:00:00
0.6350800000000001,759.4,21.82,10.37,3.24,0.0,2020-01-04 14:00:00
0.46588,553.08,15.43,10.46,3.1,0.0,2020-01-04 15:00:00
0.2662,327.27,7.19,9.85,2.41,0.0,2020-01-04 16:00:00
0.0,0.0,0.0,8.02,2.28,0.0,2020-01-04 17:00:00
0.0,0.0,0.0,6.43,2.28,0.0,2020-01-04 18:00:00
0.0,0.0,0.0,5.77,2.07,0.0,2020-01-04 19:00:00
0.0,0.0,0.0,4.72,2.07,0.0,2020-01-04 20:00:00
0.0,0.0,0.0,3.94,2.07,0.0,2020-01-04 21:00:00
0.0,0.0,0.0,3.28,2.0,0.0,2020-01-04 22:00:00
0.0,0.0,0.0,2.73,1.93,0.0,2020-01-04 23:00:00
0.0,0.0,0.0,2.04,1.86,0.0,2020-01-05 00:00:00
0.0,0.0,0.0,1.4,1.72,0.0,2020-01-05 01:00:00
0.0,0.0,0.0,0.46,1.52,0.0,2020-01-05 02:00:00
0.0,0.0,0.0,-0.39,1.38,0.0,2020-01-05 03:00:00
0.0,0.0,0.0,-1.02,1.38,0.0,2020-01-05 04:00:00
0.0,0.0,0.0,-1.42,1.31,0.0,2020-01-05 05:00:00
0.0,0.0,0.0,-1.66,1.31,0.0,2020-01-05 06:00:00
0.0,0.0,0.0,-1.45,1.24,0.0,2020-01-05 07:00:00
0.16197999999999999,201.83,4.36,-1.35,1.17,0.0,2020-01-05 08:00:00
0.43289,503.42,13.07,1.14,0.69,0.0,2020-01-05 09:00:00
0.58043,694.88,20.12,4.75,0.55,0.0,2020-01-05 10:00:00
0.6833400000000001,844.5,24.92,7.36,0.55,0.0,2020-01-05 11:00:00
0.7185499999999999,906.25,26.94,9.3,0.48,0.0,2020-01-05 12:00:00
0.7042,891.87,25.9,10.69,0.48,0.0,2020-01-05 13:00:00
0.61718,771.57,21.95,11.6,0.48,0.0,2020-01-05 14:00:00
0.46076,565.53,15.57,11.88,0.48,0.0,2020-01-05 15:00:00
0.26571,331.71,7.34,11.36,0.83,0.0,2020-01-05 16:00:00
0.0,0.0,0.0,9.51,1.31,0.0,2020-01-05 17:00:00
0.0,0.0,0.0,8.21,0.9,0.0,2020-01-05 18:00:00
0.0,0.0,0.0,7.84,0.48,0.0,2020-01-05 19:00:00
0.0,0.0,0.0,6.94,0.76,0.0,2020-01-05 20:00:00
0.0,0.0,0.0,4.79,1.17,0.0,2020-01-05 21:00:00
0.0,0.0,0.0,3.22,1.38,0.0,2020-01-05 22:00:00
0.0,0.0,0.0,2.38,1.59,0.0,2020-01-05 23:00:00
0.0,0.0,0.0,1.76,1.66,0.0,2020-01-06 00:00:00
0.0,0.0,0.0,0.83,1.79,0.0,2020-01-06 01:00:00
0.0,0.0,0.0,0.32,1.79,0.0,2020-01-06 02:00:00
0.0,0.0,0.0,0.13,1.72,0.0,2020-01-06 03:00:00
0.0,0.0,0.0,0.13,1.66,0.0,2020-01-06 04:00:00
0.0,0.0,0.0,0.45,1.45,0.0,2020-01-06 05:00:00
0.0,0.0,0.0,0.64,1.38,0.0,2020-01-06 06:00:00
0.0,0.0,0.0,-0.11,1.38,0.0,2020-01-06 07:00:00
0.14842,187.18,4.38,-0.11,1.45,0.0,2020-01-06 08:00:00
0.42542,494.34,13.11,1.67,0.97,0.0,2020-01-06 09:00:00
0.57959,696.75,20.18,5.05,0.41,0.0,2020-01-06 10:00:00
0.6780900000000001,839.47,25.01,7.53,0.48,0.0,2020-01-06 11:00:00
0.72466,911.46,27.05,9.2,0.62,0.0,2020-01-06 12:00:00
0.7018,882.31,26.03,10.35,0.69,0.0,2020-01-06 13:00:00
0.62125,770.49,22.1,11.03,0.76,0.0,2020-01-06 14:00:00
0.4678,569.58,15.72,11.13,0.83,0.0,2020-01-06 15:00:00
0.26609,330.27,7.49,10.47,0.97,0.0,2020-01-06 16:00:00
0.0,0.0,0.0,8.74,0.69,0.0,2020-01-06 17:00:00
0.0,0.0,0.0,8.53,0.21,0.0,2020-01-06 18:00:00
0.0,0.0,0.0,7.37,0.55,0.0,2020-01-06 19:00:00
0.0,0.0,0.0,5.5,1.03,0.0,2020-01-06 20:00:00
0.0,0.0,0.0,2.02,1.66,0.0,2020-01-06 21:00:00
0.0,0.0,0.0,0.65,1.72,0.0,2020-01-06 22:00:00
0.0,0.0,0.0,-0.14,1.52,0.0,2020-01-06 23:00:00
0.0,0.0,0.0,-0.76,1.38,0.0,2020-01-07 00:00:00
0.0,0.0,0.0,-1.22,1.38,0.0,2020-01-07 01:00:00
0.0,0.0,0.0,-1.54,1.31,0.0,2020-01-07 02:00:00
0.0,0.0,0.0,-1.66,1.38,0.0,2020-01-07 03:00:00
0.0,0.0,0.0,-1.7,1.45,0.0,2020-01-07 04:00:00
0.0,0.0,0.0,-1.68,1.45,0.0,2020-01-07 05:00:00
0.0,0.0,0.0,-1.71,1.45,0.0,2020-01-07 06:00:00
0.0,0.0,0.0,-2.14,1.31,0.0,2020-01-07 07:00:00
0.16144999999999998,200.73,4.4,-2.07,1.17,0.0,2020-01-07 08:00:00
0.44073,511.76,13.16,0.5,0.62,0.0,2020-01-07 09:00:00
0.58612,704.49,20.25,4.54,0.34,0.0,2020-01-07 10:00:00
0.67755,841.21,25.1,7.4,0.34,0.0,2020-01-07 11:00:00
0.7338899999999999,927.75,27.17,9.41,0.55,0.0,2020-01-07 12:00:00
0.73334,928.89,26.17,10.88,0.76,0.0,2020-01-07 13:00:00
0.61176,759.92,22.25,11.79,0.83,0.0,2020-01-07 14:00:00
0.47813,585.54,15.88,12.07,0.83,0.0,2020-01-07 15:00:00
0.28776,356.86,7.65,11.29,1.31,0.0,2020-01-07 16:00:00
0.0,0.0,0.0,9.39,1.45,0.0,2020-01-07 17:00:00
0.0,0.0,0.0,7.99,0.9,0.0,2020-01-07 18:00:00
0.0,0.0,0.0,7.52,0.62,0.0,2020-01-07 19:00:00
0.0,0.0,0.0,5.05,1.1,0.0,2020-01-07 20:00:00
0.0,0.0,0.0,2.5,1.52,0.0,2020-01-07 21:00:00
0.0,0.0,0.0,0.75,1.59,0.0,2020-01-07 22:00:00
0.0,0.0,0.0,-0.18,1.59,0.0,2020-01-07 23:00:00
0.0,0.0,0.0,-0.51,1.59,0.0,2020-01-08 00:00:00
0.0,0.0,0.0,-0.93,1.52,0.0,2020-01-08 01:00:00
0.0,0.0,0.0,-1.19,1.52,0.0,2020-01-08 02:00:00
0.0,0.0,0.0,-1.36,1.45,0.0,2020-01-08 03:00:00
0.0,0.0,0.0,-1.36,1.38,0.0,2020-01-08 04:00:00
0.0,0.0,0.0,-1.28,1.24,0.0,2020-01-08 05:00:00
0.0,0.0,0.0,-1.21,1.24,0.0,2020-01-08 06:00:00
0.0,0.0,0.0,-1.13,1.17,0.0,2020-01-08 07:00:00
0.05207,75.71,4.44,-0.79,1.24,0.0,2020-01-08 08:00:00
0.33062,383.18,13.21,0.99,0.83,0.0,2020-01-08 09:00:00
0.5634600000000001,674.88,20.33,5.39,0.55,0.0,2020-01-08 10:00:00
0.69044,858.9,25.21,8.47,0.55,0.0,2020-01-08 11:00:00
0.70713,894.63,27.3,10.7,0.55,0.0,2020-01-08 12:00:00
0.69864,887.58,26.32,12.2,0.62,0.0,2020-01-08 13:00:00
0.59813,751.23,22.41,13.15,0.48,0.0,2020-01-08 14:00:00
0.4657,577.8,16.04,13.4,0.28,0.0,2020-01-08 15:00:00
0.2449,309.65,7.81,12.9,0.14,0.0,2020-01-08 16:00:00
0.0,0.0,0.0,12.02,0.14,0.0,2020-01-08 17:00:00
0.0,0.0,0.0,11.09,0.55,0.0,2020-01-08 18:00:00
0.0,0.0,0.0,10.33,0.69,0.0,2020-01-08 19:00:00
0.0,0.0,0.0,9.32,0.97,0.0,2020-01-08 20:00:00
0.0,0.0,0.0,6.65,1.31,0.0,2020-01-08 21:00:00
0.0,0.0,0.0,4.93,1.52,0.0,2020-01-08 22:00:00
0.0,0.0,0.0,3.92,1.59,0.0,2020-01-08 23:00:00
0.0,0.0,0.0,3.42,1.45,0.0,2020-01-09 00:00:00
0.0,0.0,0.0,2.66,1.52,0.0,2020-01-09 01:00:00
0.0,0.0,0.0,2.21,1.52,0.0,2020-01-09 02:00:00
0.0,0.0,0.0,1.83,1.52,0.0,2020-01-09 03:00:00
0.0,0.0,0.0,1.71,1.52,0.0,2020-01-09 04:00:00
0.0,0.0,0.0,1.43,1.52,0.0,2020-01-09 05:00:00
0.0,0.0,0.0,1.1,1.52,0.0,2020-01-09 06:00:00
0.0,0.0,0.0,0.74,1.52,0.0,2020-01-09 07:00:00
0.1656,208.07,4.47,0.7,1.45,0.0,2020-01-09 08:00:00
0.42029,493.79,13.27,3.44,0.69,0.0,2020-01-09 09:00:00
0.57729,698.89,20.41,6.35,0.34,0.0,2020-01-09 10:00:00
0.68475,843.56,25.32,8.03,0.83,0.0,2020-01-09 11:00:00
0.72296,901.51,27.43,9.36,0.97,0.0,2020-01-09 12:00:00
0.7017599999999999,873.78,26.47,10.44,1.1,0.0,2020-01-09 13:00:00
0.62407,764.77,22.57,11.15,1.45,0.0,2020-01-09 14:00:00
0.47498,573.64,16.21,11.65,1.72,0.0,2020-01-09 15:00:00
0.27231,335.97,7.98,11.07,2.07,0.0,2020-01-09 16:00:00
0.0,0.0,0.0,9.23,1.93,0.0,2020-01-09 17:00:00
0.0,0.0,0.0,7.9,1.93,0.0,2020-01-09 18:00:00
0.0,0.0,0.0,7.67,1.72,0.0,2020-01-09 19:00:00
0.0,0.0,0.0,7.49,1.45,0.0,2020-01-09 20:00:00
0.0,0.0,0.0,7.17,1.59,0.0,2020-01-09 21:00:00
0.0,0.0,0.0,7.0,1.52,0.0,2020-01-09 22:00:00
0.0,0.0,0.0,6.52,1.52,0.0,2020-01-09 23:00:00
0.0,0.0,0.0,5.85,1.66,0.0,2020-01-10 00:00:00
0.0,0.0,0.0,6.04,2.48,0.0,2020-01-10 01:00:00
0.0,0.0,0.0,6.12,2.41,0.0,2020-01-10 02:00:00
0.0,0.0,0.0,5.4,2.21,0.0,2020-01-10 03:00:00
0.0,0.0,0.0,4.61,2.14,0.0,2020-01-10 04:00:00
0.0,0.0,0.0,3.72,1.93,0.0,2020-01-10 05:00:00
0.0,0.0,0.0,2.8,2.07,0.0,2020-01-10 06:00:00
0.0,0.0,0.0,2.33,2.0,0.0,2020-01-10 07:00:00
0.18389,230.32,4.52,2.13,1.93,0.0,2020-01-10 08:00:00
0.42060000000000003,488.38,13.33,3.38,1.93,0.0,2020-01-10 09:00:00
0.65383,770.98,20.5,5.06,2.21,0.0,2020-01-10 10:00:00
0.6991,834.2,25.43,7.05,2.62,0.0,2020-01-10 11:00:00
0.7562000000000001,907.33,27.57,8.46,3.38,0.0,2020-01-10 12:00:00
0.73552,880.93,26.63,9.25,3.66,0.0,2020-01-10 13:00:00
0.64528,766.3,22.74,9.81,3.79,0.0,2020-01-10 14:00:00
0.48695,575.27,16.38,10.07,3.59,0.0,2020-01-10 15:00:00
0.28161,343.45,8.15,9.77,2.9,0.0,2020-01-10 16:00:00
0.0,0.0,0.0,8.39,2.34,0.0,2020-01-10 17:00:00
0.0,0.0,0.0,6.82,2.28,0.0,2020-01-10 18:00:00
0.0,0.0,0.0,6.1,2.48,0.0,2020-01-10 19:00:00
0.0,0.0,0.0,5.23,2.41,0.0,2020-01-10 20:00:00
0.0,0.0,0.0,4.46,2.21,0.0,2020-01-10 21:00:00
0.0,0.0,0.0,3.66,2.14,0.0,2020-01-10 22:00:00
0.0,0.0,0.0,2.96,2.07,0.0,2020-01-10 23:00:00
0.0,0.0,0.0,2.26,1.93,0.0,2020-01-11 00:00:00
0.0,0.0,0.0,1.48,1.86,0.0,2020-01-11 01:00:00
0.0,0.0,0.0,0.64,1.79,0.0,2020-01-11 02:00:00
0.0,0.0,0.0,-0.13,1.72,0.0,2020-01-11 03:00:00
0.0,0.0,0.0,-0.8,1.59,0.0,2020-01-11 04:00:00
0.0,0.0,0.0,-1.28,1.52,0.0,2020-01-11 05:00:00
0.0,0.0,0.0,-1.71,1.45,0.0,2020-01-11 06:00:00
0.0,0.0,0.0,-2.07,1.59,0.0,2020-01-11 07:00:00
0.1712,211.98,4.57,-2.0,1.59,0.0,2020-01-11 08:00:00
0.43812,504.49,13.4,0.14,1.24,0.0,2020-01-11 09:00:00
0.59542,703.96,20.6,3.64,1.1,0.0,2020-01-11 10:00:00
0.70228,856.93,25.56,6.26,1.03,0.0,2020-01-11 11:00:00
0.7434,924.41,27.72,7.91,0.97,0.0,2020-01-11 12:00:00
0.7234700000000001,906.44,26.8,9.16,0.76,0.0,2020-01-11 13:00:00
0.63925,795.28,22.92,9.86,0.48,0.0,2020-01-11 14:00:00
0.49151,602.71,16.56,10.16,0.21,0.0,2020-01-11 15:00:00
0.29557,365.95,8.32,9.95,0.34,0.0,2020-01-11 16:00:00
0.0,0.0,0.0,8.57,1.24,0.0,2020-01-11 17:00:00
0.0,0.0,0.0,6.21,1.24,0.0,2020-01-11 18:00:00
0.0,0.0,0.0,4.89,1.31,0.0,2020-01-11 19:00:00
0.0,0.0,0.0,3.81,1.24,0.0,2020-01-11 20:00:00
0.0,0.0,0.0,2.67,1.24,0.0,2020-01-11 21:00:00
0.0,0.0,0.0,1.65,1.1,0.0,2020-01-11 22:00:00
0.0,0.0,0.0,0.66,1.03,0.0,2020-01-11 23:00:00
0.0,0.0,0.0,-0.11,0.97,0.0,2020-01-12 00:00:00
0.0,0.0,0.0,-0.32,0.97,0.0,2020-01-12 01:00:00
0.0,0.0,0.0,-0.86,0.97,0.0,2020-01-12 02:00:00
0.0,0.0,0.0,-1.21,0.97,0.0,2020-01-12 03:00:00
0.0,0.0,0.0,-1.49,0.9,0.0,2020-01-12 04:00:00
0.0,0.0,0.0,-1.74,0.9,0.0,2020-01-12 05:00:00
0.0,0.0,0.0,-1.9,0.97,0.0,2020-01-12 06:00:00
0.0,0.0,0.0,-2.62,1.1,0.0,2020-01-12 07:00:00
0.17803,219.58,4.62,-2.72,1.03,0.0,2020-01-12 08:00:00
0.4345,502.85,13.48,-0.22,0.62,0.0,2020-01-12 09:00:00
0.60314,719.49,20.7,3.29,0.55,0.0,2020-01-12 10:00:00
0.70266,868.27,25.69,5.55,0.34,0.0,2020-01-12 11:00:00
0.74295,935.07,27.88,7.13,0.34,0.0,2020-01-12 12:00:00
0.7248,910.67,26.97,8.28,0.48,0.0,2020-01-12 13:00:00
0.6530499999999999,808.44,23.1,9.0,0.62,0.0,2020-01-12 14:00:00
0.49754000000000004,601.51,16.74,9.14,0.83,0.0,2020-01-12 15:00:00
0.29488,358.81,8.5,8.27,1.52,0.0,2020-01-12 16:00:00
0.0,0.0,0.0,6.62,1.59,0.0,2020-01-12 17:00:00
0.0,0.0,0.0,4.74,0.83,0.0,2020-01-12 18:00:00
0.0,0.0,0.0,4.75,0.41,0.0,2020-01-12 19:00:00
0.0,0.0,0.0,4.05,0.28,0.0,2020-01-12 20:00:00
0.0,0.0,0.0,3.21,0.62,0.0,2020-01-12 21:00:00
0.0,0.0,0.0,2.59,0.97,0.0,2020-01-12 22:00:00
0.0,0.0,0.0,1.77,1.03,0.0,2020-01-12 23:00:00
0.0,0.0,0.0,1.32,1.1,0.0,2020-01-13 00:00:00
0.0,0.0,0.0,0.97,1.03,0.0,2020-01-13 01:00:00
0.0,0.0,0.0,0.81,0.97,0.0,2020-01-13 02:00:00
0.0,0.0,0.0,0.59,0.97,0.0,2020-01-13 03:00:00
0.0,0.0,0.0,0.34,0.97,0.0,2020-01-13 04:00:00
0.0,0.0,0.0,0.22,0.97,0.0,2020-01-13 05:00:00
0.0,0.0,0.0,0.07,0.9,0.0,2020-01-13 06:00:00
0.0,0.0,0.0,-0.96,1.03,0.0,2020-01-13 07:00:00
0.03797,58.77,4.69,-0.72,0.83,0.0,2020-01-13 08:00:00
0.29448,342.49,13.57,0.24,0.34,0.0,2020-01-13 09:00:00
0.4715,553.42,20.81,2.14,0.21,0.0,2020-01-13 10:00:00
0.65339,790.38,25.82,4.23,0.55,0.0,2020-01-13 11:00:00
0.7317,895.42,28.04,5.63,1.03,0.0,2020-01-13 12:00:00
0.6745099999999999,815.68,27.15,6.46,1.38,0.0,2020-01-13 13:00:00
0.5520700000000001,655.2,23.28,6.79,1.66,0.0,2020-01-13 14:00:00
0.40992,482.8,16.93,6.68,1.59,0.0,2020-01-13 15:00:00
0.14024,176.61,8.68,5.72,1.59,0.0,2020-01-13 16:00:00
0.0,0.0,0.0,4.58,1.66,0.0,2020-01-13 17:00:00
0.0,0.0,0.0,3.31,1.45,0.0,2020-01-13 18:00:00
0.0,0.0,0.0,1.77,1.31,0.0,2020-01-13 19:00:00
0.0,0.0,0.0,2.68,0.76,0.0,2020-01-13 20:00:00
0.0,0.0,0.0,2.68,0.48,0.0,2020-01-13 21:00:00
0.0,0.0,0.0,2.44,0.55,0.0,2020-01-13 22:00:00
0.0,0.0,0.0,2.16,0.48,0.0,2020-01-13 23:00:00
0.0,0.0,0.0,1.8,0.62,0.0,2020-01-14 00:00:00
0.0,0.0,0.0,1.34,0.76,0.0,2020-01-14 01:00:00
0.0,0.0,0.0,1.05,0.69,0.0,2020-01-14 02:00:00
0.0,0.0,0.0,0.83,0.21,0.0,2020-01-14 03:00:00
0.0,0.0,0.0,0.57,0.55,0.0,2020-01-14 04:00:00
0.0,0.0,0.0,0.26,0.76,0.0,2020-01-14 05:00:00
0.0,0.0,0.0,-0.21,0.83,0.0,2020-01-14 06:00:00
0.0,0.0,0.0,0.03,0.62,0.0,2020-01-14 07:00:00
0.17456,218.32,4.75,-0.23,0.76,0.0,2020-01-14 08:00:00
0.42679,496.47,13.66,0.66,0.48,0.0,2020-01-14 09:00:00
0.58616,695.66,20.93,2.85,0.55,0.0,2020-01-14 10:00:00
0.69226,832.87,25.97,4.47,1.17,0.0,2020-01-14 11:00:00
0.73838,893.17,28.21,5.83,1.72,0.0,2020-01-14 12:00:00
0.73809,891.89,27.34,6.65,2.0,0.0,2020-01-14 13:00:00
0.6235700000000001,742.15,23.48,7.15,2.14,0.0,2020-01-14 14:00:00
0.49678,585.31,17.12,7.22,2.21,0.0,2020-01-14 15:00:00
0.26587,320.76,8.87,6.35,1.79,0.0,2020-01-14 16:00:00
0.0,0.0,0.0,4.71,2.14,0.0,2020-01-14 17:00:00
0.0,0.0,0.0,3.49,1.93,0.0,2020-01-14 18:00:00
0.0,0.0,0.0,2.87,1.31,0.0,2020-01-14 19:00:00
0.0,0.0,0.0,3.44,0.9,0.0,2020-01-14 20:00:00
0.0,0.0,0.0,3.77,0.76,0.0,2020-01-14 21:00:00
0.0,0.0,0.0,3.38,0.9,0.0,2020-01-14 22:00:00
0.0,0.0,0.0,3.23,1.03,0.0,2020-01-14 23:00:00
0.0,0.0,0.0,3.18,1.1,0.0,2020-01-15 00:00:00
0.0,0.0,0.0,3.22,1.1,0.0,2020-01-15 01:00:00
0.0,0.0,0.0,3.45,1.17,0.0,2020-01-15 02:00:00
0.0,0.0,0.0,3.58,1.24,0.0,2020-01-15 03:00:00
0.0,0.0,0.0,3.5,1.24,0.0,2020-01-15 04:00:00
0.0,0.0,0.0,3.59,1.38,0.0,2020-01-15 05:00:00
0.0,0.0,0.0,3.3,1.52,0.0,2020-01-15 06:00:00
0.0,0.0,0.0,3.1,1.72,0.0,2020-01-15 07:00:00
0.006549999999999999,17.62,4.83,3.07,1.66,0.0,2020-01-15 08:00:00
0.02206,38.94,13.75,3.95,1.38,0.0,2020-01-15 09:00:00
0.12384999999999999,156.91,21.05,5.38,1.38,0.0,2020-01-15 10:00:00
0.07454999999999999,101.98,26.12,6.32,1.52,0.0,2020-01-15 11:00:00
0.052,76.02,28.38,7.17,1.79,0.0,2020-01-15 12:00:00
0.15086000000000002,189.04,27.53,7.57,1.59,0.0,2020-01-15 13:00:00
0.12782,163.36,23.67,8.39,1.93,0.0,2020-01-15 14:00:00
0.12261,157.2,17.32,8.7,1.86,0.0,2020-01-15 15:00:00
0.02788,47.1,9.06,8.69,1.52,0.0,2020-01-15 16:00:00
0.0,0.0,0.0,8.08,0.69,0.0,2020-01-15 17:00:00
0.0,0.0,0.0,7.94,0.14,0.0,2020-01-15 18:00:00
0.0,0.0,0.0,6.33,1.03,0.0,2020-01-15 19:00:00
0.0,0.0,0.0,6.16,1.17,0.0,2020-01-15 20:00:00
0.0,0.0,0.0,6.03,1.24,0.0,2020-01-15 21:00:00
0.0,0.0,0.0,5.93,1.17,0.0,2020-01-15 22:00:00
0.0,0.0,0.0,5.83,1.03,0.0,2020-01-15 23:00:00
0.0,0.0,0.0,5.71,0.9,0.0,2020-01-16 00:00:00
0.0,0.0,0.0,5.61,0.83,0.0,2020-01-16 01:00:00
0.0,0.0,0.0,5.67,0.76,0.0,2020-01-16 02:00:00
0.0,0.0,0.0,5.8,0.83,0.0,2020-01-16 03:00:00
0.0,0.0,0.0,5.54,0.97,0.0,2020-01-16 04:00:00
0.0,0.0,0.0,5.32,0.97,0.0,2020-01-16 05:00:00
0.0,0.0,0.0,4.93,1.03,0.0,2020-01-16 06:00:00
0.0,0.0,0.0,5.77,0.62,0.0,2020-01-16 07:00:00
0.0,5.56,4.91,5.8,0.69,0.0,2020-01-16 08:00:00
