energy_kwh,irradiance,sun_height,temperature,wind_speed,intensity,datetime
0.0,0.0,0.0,6.73,0.62,0.0,2020-03-27 22:00:00
0.0,0.0,0.0,5.73,0.83,0.0,2020-03-27 23:00:00
0.0,0.0,0.0,5.42,0.62,0.0,2020-03-28 00:00:00
0.0,0.0,0.0,4.94,0.34,0.0,2020-03-28 01:00:00
0.0,0.0,0.0,4.37,0.28,0.0,2020-03-28 02:00:00
0.0,0.0,0.0,3.9,0.41,0.0,2020-03-28 03:00:00
0.0,0.0,0.0,3.42,0.62,0.0,2020-03-28 04:00:00
0.0,0.0,0.0,2.41,0.9,0.0,2020-03-28 05:00:00
0.0,0.0,0.0,0.92,1.38,0.0,2020-03-28 06:00:00
0.12281,177.86,11.4,1.46,1.03,0.0,2020-03-28 07:00:00
0.37562,453.75,22.6,5.15,0.83,0.0,2020-03-28 08:00:00
0.5916699999999999,718.7,33.16,7.67,0.9,0.0,2020-03-28 09:00:00
0.7357,919.8,42.44,9.82,1.17,0.0,2020-03-28 10:00:00
0.83045,1067.05,49.37,11.54,1.31,0.0,2020-03-28 11:00:00
0.87394,1139.38,52.53,12.88,1.45,0.0,2020-03-28 12:00:00
0.8499,1103.25,50.95,14.0,1.66,0.0,2020-03-28 13:00:00
0.77386,988.17,45.14,14.63,1.79,0.0,2020-03-28 14:00:00
0.63334,792.18,36.53,14.74,1.66,0.0,2020-03-28 15:00:00
0.41720999999999997,518.57,26.31,14.68,1.31,0.0,2020-03-28 16:00:00
0.1974,270.9,15.27,14.46,0.97,0.0,2020-03-28 17:00:00
0.00797,22.6,3.9,13.77,1.24,0.0,2020-03-28 18:00:00
0.0,0.0,0.0,11.78,1.72,0.0,2020-03-28 19:00:00
0.0,0.0,0.0,10.17,1.86,0.0,2020-03-28 20:00:00
0.0,0.0,0.0,8.57,1.79,0.0,2020-03-28 21:00:00
0.0,0.0,0.0,7.08,1.59,0.0,2020-03-28 22:00:00
0.0,0.0,0.0,6.02,1.38,0.0,2020-03-28 23:00:00
0.0,0.0,0.0,5.68,1.1,0.0,2020-03-29 00:00:00
0.0,0.0,0.0,5.44,0.9,0.0,2020-03-29 01:00:00
0.0,0.0,0.0,5.24,0.83,0.0,2020-03-29 02:00:00
0.0,0.0,0.0,4.68,0.83,0.0,2020-03-29 03:00:00
0.0,0.0,0.0,4.39,0.83,0.0,2020-03-29 04:00:00
0.0,0.0,0.0,4.43,0.76,0.0,2020-03-29 05:00:00
0.0,0.0,0.0,4.17,0.76,0.0,2020-03-29 06:00:00
0.12265000000000001,178.46,11.71,3.38,0.83,0.0,2020-03-29 07:00:00
0.36451,447.46,22.92,7.5,0.28,0.0,2020-03-29 08:00:00
0.5735800000000001,713.23,33.51,10.66,0.34,0.0,2020-03-29 09:00:00
0.71711,917.11,42.81,13.09,0.83,0.0,2020-03-29 10:00:00
0.80968,1062.96,49.76,15.06,1.1,0.0,2020-03-29 11:00:00
0.84347,1133.86,52.92,16.47,0.9,0.0,2020-03-29 12:00:00
0.81089,1090.79,51.3,17.26,0.76,0.0,2020-03-29 13:00:00
0.71957,946.45,45.44,17.98,0.9,0.0,2020-03-29 14:00:00
0.59212,752.8,36.77,17.9,1.38,0.0,2020-03-29 15:00:00
0.3543,445.41,26.53,17.51,1.38,0.0,2020-03-29 16:00:00
0.19341,268.18,15.47,17.06,1.38,0.0,2020-03-29 17:00:00
0.0066500000000000005,19.07,4.09,16.0,1.17,0.0,2020-03-29 18:00:00
0.0,0.0,0.0,14.36,1.59,0.0,2020-03-29 19:00:00
0.0,0.0,0.0,12.56,1.66,0.0,2020-03-29 20:00:00
0.0,0.0,0.0,11.34,1.86,0.0,2020-03-29 21:00:00
0.0,0.0,0.0,10.7,2.34,0.0,2020-03-29 22:00:00
0.0,0.0,0.0,10.17,2.62,0.0,2020-03-29 23:00:00
0.0,0.0,0.0,9.21,2.69,0.0,2020-03-30 00:00:00
0.0,0.0,0.0,8.6,2.55,0.0,2020-03-30 01:00:00
0.0,0.0,0.0,7.91,2.34,0.0,2020-03-30 02:00:00
0.0,0.0,0.0,7.29,2.28,0.0,2020-03-30 03:00:00
0.0,0.0,0.0,6.75,2.34,0.0,2020-03-30 04:00:00
0.0,0.0,0.0,6.16,2.48,0.0,2020-03-30 05:00:00
0.0,0.0,0.0,5.45,2.62,0.0,2020-03-30 06:00:00
0.09173999999999999,130.03,12.03,5.73,3.31,0.0,2020-03-30 07:00:00
0.08229,110.33,23.24,5.91,4.0,0.0,2020-03-30 08:00:00
0.19438,235.34,33.85,6.09,4.41,0.0,2020-03-30 09:00:00
0.17049,209.04,43.18,5.98,4.21,0.0,2020-03-30 10:00:00
0.17892,218.8,50.15,6.37,4.34,0.0,2020-03-30 11:00:00
0.04752,70.46,53.31,6.72,4.41,0.0,2020-03-30 12:00:00
0.22735,273.97,51.66,7.2,4.28,0.0,2020-03-30 13:00:00
0.14227,178.93,45.74,7.73,4.21,0.0,2020-03-30 14:00:00
0.08216,111.25,37.02,8.32,4.14,0.0,2020-03-30 15:00:00
0.07740000000000001,105.69,26.74,8.09,4.07,0.0,2020-03-30 16:00:00
0.07376,102.02,15.67,7.63,4.14,0.0,2020-03-30 17:00:00
0.009439999999999999,24.51,4.28,6.69,3.86,0.0,2020-03-30 18:00:00
0.0,0.0,0.0,4.3,3.52,0.0,2020-03-30 19:00:00
0.0,0.0,0.0,3.64,3.72,0.0,2020-03-30 20:00:00
0.0,0.0,0.0,3.2,3.59,0.0,2020-03-30 21:00:00
0.0,0.0,0.0,2.32,3.45,0.0,2020-03-30 22:00:00
0.0,0.0,0.0,1.7,3.31,0.0,2020-03-30 23:00:00
0.0,0.0,0.0,1.55,3.52,0.0,2020-03-31 00:00:00
0.0,0.0,0.0,1.52,3.66,0.0,2020-03-31 01:00:00
0.0,0.0,0.0,1.36,3.86,0.0,2020-03-31 02:00:00
0.0,0.0,0.0,1.3,3.79,0.0,2020-03-31 03:00:00
0.0,0.0,0.0,1.54,3.79,0.0,2020-03-31 04:00:00
0.0,0.0,0.0,1.9,3.52,0.0,2020-03-31 05:00:00
0.0,0.0,0.0,2.28,3.24,0.0,2020-03-31 06:00:00
0.01651,31.52,12.34,2.31,3.17,0.0,2020-03-31 07:00:00
0.02438,41.72,23.57,3.13,2.83,0.0,2020-03-31 08:00:00
0.07892,105.69,34.19,3.78,3.03,0.0,2020-03-31 09:00:00
0.10172,131.65,43.54,4.51,3.1,0.0,2020-03-31 10:00:00
0.051859999999999996,75.1,50.55,5.15,4.41,0.0,2020-03-31 11:00:00
0.10675,138.14,53.7,6.1,3.31,0.0,2020-03-31 12:00:00
0.07281,100.13,52.01,7.09,2.76,0.0,2020-03-31 13:00:00
0.31316000000000005,374.07,46.03,8.74,3.31,0.0,2020-03-31 14:00:00
0.06242,89.0,37.27,9.51,2.55,0.0,2020-03-31 15:00:00
0.12124,157.32,26.95,10.09,2.14,0.0,2020-03-31 16:00:00
0.01718,33.38,15.86,10.28,1.86,0.0,2020-03-31 17:00:00
0.00571,16.69,4.47,9.84,1.93,0.0,2020-03-31 18:00:00
0.0,0.0,0.0,8.97,2.69,0.0,2020-03-31 19:00:00
0.0,0.0,0.0,8.58,2.48,0.0,2020-03-31 20:00:00
0.0,0.0,0.0,8.36,2.14,0.0,2020-03-31 21:00:00
0.0,0.0,0.0,8.0,2.28,0.0,2020-03-31 22:00:00
0.0,0.0,0.0,7.8,2.07,0.0,2020-03-31 23:00:00
0.0,0.0,0.0,7.48,1.86,0.0,2020-04-01 00:00:00
0.0,0.0,0.0,7.06,1.52,0.0,2020-04-01 01:00:00
0.0,0.0,0.0,7.07,1.38,0.0,2020-04-01 02:00:00
0.0,0.0,0.0,6.73,0.76,0.0,2020-04-01 03:00:00
0.0,0.0,0.0,6.47,0.41,0.0,2020-04-01 04:00:00
0.0,0.0,0.0,6.52,0.14,0.0,2020-04-01 05:00:00
0.0,0.0,0.0,5.99,0.41,0.0,2020-04-01 06:00:00
0.07264,103.48,12.65,6.7,0.28,0.0,2020-04-01 07:00:00
0.15267,193.03,23.89,7.92,0.28,0.0,2020-04-01 08:00:00
0.11005,144.63,34.52,8.92,0.0,0.0,2020-04-01 09:00:00
0.22616999999999998,279.87,43.9,9.96,0.48,0.0,2020-04-01 10:00:00
0.49674,611.59,50.93,11.43,0.97,0.0,2020-04-01 11:00:00
0.64215,800.99,54.1,12.34,1.59,0.0,2020-04-01 12:00:00
0.52113,640.09,52.36,12.99,2.0,0.0,2020-04-01 13:00:00
0.18131999999999998,229.43,46.32,13.19,2.07,0.0,2020-04-01 14:00:00
0.29949000000000003,366.59,37.51,13.15,2.28,0.0,2020-04-01 15:00:00
0.4174,509.9,27.16,12.72,2.21,0.0,2020-04-01 16:00:00
0.19451,262.44,16.05,11.86,2.34,0.0,2020-04-01 17:00:00
0.00349,12.98,4.66,10.92,2.14,0.0,2020-04-01 18:00:00
0.0,0.0,0.0,10.25,1.66,0.0,2020-04-01 19:00:00
0.0,0.0,0.0,8.67,1.52,0.0,2020-04-01 20:00:00
0.0,0.0,0.0,7.44,1.38,0.0,2020-04-01 21:00:00
0.0,0.0,0.0,6.81,1.17,0.0,2020-04-01 22:00:00
0.0,0.0,0.0,6.34,1.03,0.0,2020-04-01 23:00:00
0.0,0.0,0.0,6.33,0.83,0.0,2020-04-02 00:00:00
0.0,0.0,0.0,5.83,0.62,0.0,2020-04-02 01:00:00
0.0,0.0,0.0,5.16,0.41,0.0,2020-04-02 02:00:00
0.0,0.0,0.0,4.5,0.48,0.0,2020-04-02 03:00:00
0.0,0.0,0.0,3.45,0.9,0.0,2020-04-02 04:00:00
0.0,0.0,0.0,2.16,1.17,0.0,2020-04-02 05:00:00
0.0,0.0,0.0,1.58,1.31,0.0,2020-04-02 06:00:00
0.13875,199.51,12.96,2.97,1.59,0.0,2020-04-02 07:00:00
0.39398,473.67,24.2,6.15,1.79,0.0,2020-04-02 08:00:00
0.60756,728.07,34.86,8.91,2.41,0.0,2020-04-02 09:00:00
0.76522,936.85,44.27,10.77,2.9,0.0,2020-04-02 10:00:00
0.86295,1079.17,51.32,11.65,2.9,0.0,2020-04-02 11:00:00
0.83733,1057.98,54.48,12.59,2.55,0.0,2020-04-02 12:00:00
0.73262,912.98,52.71,13.2,2.69,0.0,2020-04-02 13:00:00
0.33773000000000003,413.23,46.61,13.6,2.48,0.0,2020-04-02 14:00:00
0.59537,729.7,37.75,12.96,2.21,0.0,2020-04-02 15:00:00
0.20346,254.16,27.37,12.68,2.28,0.0,2020-04-02 16:00:00
0.09172,126.07,16.25,11.84,1.45,0.0,2020-04-02 17:00:00
0.01201,28.74,4.85,11.67,1.17,0.0,2020-04-02 18:00:00
0.0,0.0,0.0,10.56,1.45,0.0,2020-04-02 19:00:00
0.0,0.0,0.0,9.45,1.66,0.0,2020-04-02 20:00:00
0.0,0.0,0.0,8.59,1.86,0.0,2020-04-02 21:00:00
0.0,0.0,0.0,7.96,2.07,0.0,2020-04-02 22:00:00
0.0,0.0,0.0,7.34,2.28,0.0,2020-04-02 23:00:00
0.0,0.0,0.0,6.65,2.28,0.0,2020-04-03 00:00:00
0.0,0.0,0.0,5.83,2.07,0.0,2020-04-03 01:00:00
0.0,0.0,0.0,4.83,1.86,0.0,2020-04-03 02:00:00
0.0,0.0,0.0,3.92,1.59,0.0,2020-04-03 03:00:00
0.0,0.0,0.0,3.1,1.52,0.0,2020-04-03 04:00:00
0.0,0.0,0.0,2.36,1.45,0.0,2020-04-03 05:00:00
0.0,0.0,0.0,1.73,1.52,0.0,2020-04-03 06:00:00
0.1436,204.14,13.27,2.48,1.24,0.0,2020-04-03 07:00:00
0.40076999999999996,483.4,24.52,5.74,1.17,0.0,2020-04-03 08:00:00
0.6069,733.16,35.19,8.23,1.59,0.0,2020-04-03 09:00:00
0.74758,934.79,44.63,10.12,1.38,0.0,2020-04-03 10:00:00
0.83235,1083.91,51.71,11.7,0.9,0.0,2020-04-03 11:00:00
0.86738,1163.26,54.87,13.07,0.55,0.0,2020-04-03 12:00:00
0.83577,1121.03,53.05,14.14,0.48,0.0,2020-04-03 13:00:00
0.76591,1002.63,46.9,14.88,0.76,0.0,2020-04-03 14:00:00
0.64088,814.84,37.99,15.27,0.97,0.0,2020-04-03 15:00:00
0.43007999999999996,538.4,27.58,15.3,1.1,0.0,2020-04-03 16:00:00
0.2047,282.44,16.44,14.94,1.24,0.0,2020-04-03 17:00:00
0.00766,34.12,5.04,14.06,1.24,0.0,2020-04-03 18:00:00
0.0,0.0,0.0,12.69,1.72,0.0,2020-04-03 19:00:00
0.0,0.0,0.0,10.47,1.52,0.0,2020-04-03 20:00:00
0.0,0.0,0.0,12.1,0.76,0.0,2020-04-03 21:00:00
0.0,0.0,0.0,11.52,0.41,0.0,2020-04-03 22:00:00
0.0,0.0,0.0,8.3,1.45,0.0,2020-04-03 23:00:00
0.0,0.0,0.0,6.08,1.86,0.0,2020-04-04 00:00:00
0.0,0.0,0.0,5.06,1.86,0.0,2020-04-04 01:00:00
0.0,0.0,0.0,4.34,1.93,0.0,2020-04-04 02:00:00
0.0,0.0,0.0,3.9,2.0,0.0,2020-04-04 03:00:00
0.0,0.0,0.0,3.52,2.0,0.0,2020-04-04 04:00:00
0.0,0.0,0.0,3.2,2.0,0.0,2020-04-04 05:00:00
0.0,0.0,0.0,2.96,2.0,0.0,2020-04-04 06:00:00
0.14372,204.72,13.57,4.2,1.79,0.0,2020-04-04 07:00:00
0.39073,471.5,24.83,8.03,2.34,0.0,2020-04-04 08:00:00
0.59701,717.81,35.52,10.15,2.69,0.0,2020-04-04 09:00:00
0.75347,931.58,44.99,12.34,2.76,0.0,2020-04-04 10:00:00
0.8319,1048.77,52.09,14.24,3.1,0.0,2020-04-04 11:00:00
0.89162,1134.45,55.26,15.74,3.66,0.0,2020-04-04 12:00:00
0.86599,1096.12,53.4,16.78,4.14,0.0,2020-04-04 13:00:00
0.67944,842.7,47.19,17.36,4.34,0.0,2020-04-04 14:00:00
0.32914,405.55,38.23,17.47,4.62,0.0,2020-04-04 15:00:00
0.23796,298.33,27.78,17.17,4.41,0.0,2020-04-04 16:00:00
0.0986,136.68,16.63,16.43,3.31,0.0,2020-04-04 17:00:00
0.01201,27.4,5.23,15.21,3.31,0.0,2020-04-04 18:00:00
0.0,0.0,0.0,13.84,2.9,0.0,2020-04-04 19:00:00
0.0,0.0,0.0,12.79,3.17,0.0,2020-04-04 20:00:00
0.0,0.0,0.0,12.01,3.17,0.0,2020-04-04 21:00:00
0.0,0.0,0.0,11.48,3.03,0.0,2020-04-04 22:00:00
0.0,0.0,0.0,10.89,2.69,0.0,2020-04-04 23:00:00
0.0,0.0,0.0,10.32,2.34,0.0,2020-04-05 00:00:00
0.0,0.0,0.0,9.78,2.0,0.0,2020-04-05 01:00:00
0.0,0.0,0.0,9.42,1.86,0.0,2020-04-05 02:00:00
0.0,0.0,0.0,9.1,1.72,0.0,2020-04-05 03:00:00
0.0,0.0,0.0,8.82,1.45,0.0,2020-04-05 04:00:00
0.0,0.0,0.0,8.54,1.24,0.0,2020-04-05 05:00:00
0.00176,9.62,2.47,7.7,1.45,0.0,2020-04-05 06:00:00
0.13606000000000001,197.17,13.88,8.37,1.1,0.0,2020-04-05 07:00:00
0.25374,312.74,25.15,10.48,1.38,0.0,2020-04-05 08:00:00
0.50728,619.76,35.85,12.24,1.59,0.0,2020-04-05 09:00:00
0.67479,841.55,45.34,14.11,2.14,0.0,2020-04-05 10:00:00
0.76385,965.13,52.48,15.86,2.9,0.0,2020-04-05 11:00:00
0.7970499999999999,1008.52,55.64,17.59,3.93,0.0,2020-04-05 12:00:00
0.8008200000000001,1012.57,53.74,18.08,4.14,0.0,2020-04-05 13:00:00
0.58136,719.4,47.47,18.35,4.34,0.0,2020-04-05 14:00:00
0.38066,469.23,38.46,18.44,4.41,0.0,2020-04-05 15:00:00
0.28402999999999995,354.93,27.99,18.15,4.0,0.0,2020-04-05 16:00:00
0.19405,270.24,16.82,17.64,3.1,0.0,2020-04-05 17:00:00
0.01409,31.58,5.41,16.9,2.28,0.0,2020-04-05 18:00:00
0.0,0.0,0.0,15.29,2.07,0.0,2020-04-05 19:00:00
0.0,0.0,0.0,14.17,2.0,0.0,2020-04-05 20:00:00
0.0,0.0,0.0,13.22,2.21,0.0,2020-04-05 21:00:00
0.0,0.0,0.0,12.73,2.07,0.0,2020-04-05 22:00:00
0.0,0.0,0.0,12.19,2.0,0.0,2020-04-05 23:00:00
0.0,0.0,0.0,11.68,1.86,0.0,2020-04-06 00:00:00
0.0,0.0,0.0,11.56,1.79,0.0,2020-04-06 01:00:00
0.0,0.0,0.0,11.42,1.79,0.0,2020-04-06 02:00:00
0.0,0.0,0.0,11.56,1.79,0.0,2020-04-06 03:00:00
0.0,0.0,0.0,11.46,1.72,0.0,2020-04-06 04:00:00
0.0,0.0,0.0,11.21,1.79,0.0,2020-04-06 05:00:00
0.0,3.5,2.77,11.3,1.79,0.0,2020-04-06 06:00:00
0.12225,175.01,14.18,11.64,2.07,0.0,2020-04-06 07:00:00
0.16378,207.83,25.45,12.01,2.48,0.0,2020-04-06 08:00:00
0.49026,591.72,36.18,12.46,2.9,0.0,2020-04-06 09:00:00
0.19669,246.87,45.69,13.61,3.24,0.0,2020-04-06 10:00:00
0.5241699999999999,641.67,52.86,14.42,3.1,0.0,2020-04-06 11:00:00
0.53998,666.2,56.02,15.61,3.1,0.0,2020-04-06 12:00:00
0.44462999999999997,548.75,54.08,16.61,3.17,0.0,2020-04-06 13:00:00
0.45977999999999997,567.74,47.75,16.89,3.03,0.0,2020-04-06 14:00:00
0.19005000000000002,243.19,38.69,17.38,2.97,0.0,2020-04-06 15:00:00
0.21696000000000001,275.17,28.19,17.3,2.69,0.0,2020-04-06 16:00:00
0.14073,192.52,17.01,16.91,2.41,0.0,2020-04-06 17:00:00
0.013890000000000001,35.12,5.6,16.21,1.38,0.0,2020-04-06 18:00:00
0.0,0.0,0.0,14.38,1.03,0.0,2020-04-06 19:00:00
0.0,0.0,0.0,13.39,1.17,0.0,2020-04-06 20:00:00
0.0,0.0,0.0,12.31,1.17,0.0,2020-04-06 21:00:00
0.0,0.0,0.0,11.71,1.03,0.0,2020-04-06 22:00:00
0.0,0.0,0.0,11.91,0.62,0.0,2020-04-06 23:00:00
0.0,0.0,0.0,11.58,0.9,0.0,2020-04-07 00:00:00
0.0,0.0,0.0,11.34,0.97,0.0,2020-04-07 01:00:00
0.0,0.0,0.0,11.19,0.9,0.0,2020-04-07 02:00:00
0.0,0.0,0.0,11.02,0.62,0.0,2020-04-07 03:00:00
0.0,0.0,0.0,11.23,0.28,0.0,2020-04-07 04:00:00
0.0,0.0,0.0,10.98,0.41,0.0,2020-04-07 05:00:00
0.00261,11.37,3.07,10.94,0.69,0.0,2020-04-07 06:00:00
0.08927,125.87,14.48,10.85,0.55,0.0,2020-04-07 07:00:00
0.18837,237.91,25.76,12.09,0.9,0.0,2020-04-07 08:00:00
0.14265,184.84,36.51,13.18,1.17,0.0,2020-04-07 09:00:00
0.28131,349.46,46.05,13.95,1.17,0.0,2020-04-07 10:00:00
0.36181,449.83,53.23,15.04,1.24,0.0,2020-04-07 11:00:00
0.5652200000000001,713.32,56.4,15.8,1.38,0.0,2020-04-07 12:00:00
0.22294999999999998,284.39,54.42,16.97,1.03,0.0,2020-04-07 13:00:00
0.15380000000000002,202.11,48.03,17.68,0.9,0.0,2020-04-07 14:00:00
0.34828,438.17,38.92,18.16,1.17,0.0,2020-04-07 15:00:00
0.36498,459.73,28.39,18.07,1.59,0.0,2020-04-07 16:00:00
0.07149,103.55,17.19,17.51,1.45,0.0,2020-04-07 17:00:00
0.00237,11.13,5.78,16.82,1.66,0.0,2020-04-07 18:00:00
0.0,0.0,0.0,14.98,1.24,0.0,2020-04-07 19:00:00
0.0,0.0,0.0,13.71,0.97,0.0,2020-04-07 20:00:00
0.0,0.0,0.0,12.31,0.97,0.0,2020-04-07 21:00:00
0.0,0.0,0.0,11.68,1.1,0.0,2020-04-07 22:00:00
0.0,0.0,0.0,11.22,1.24,0.0,2020-04-07 23:00:00
0.0,0.0,0.0,10.67,1.45,0.0,2020-04-08 00:00:00
0.0,0.0,0.0,10.1,1.38,0.0,2020-04-08 01:00:00
0.0,0.0,0.0,9.8,1.31,0.0,2020-04-08 02:00:00
0.0,0.0,0.0,9.71,1.38,0.0,2020-04-08 03:00:00
0.0,0.0,0.0,10.21,1.31,0.0,2020-04-08 04:00:00
0.0,0.0,0.0,10.24,1.31,0.0,2020-04-08 05:00:00
0.00512,15.74,3.37,10.15,1.31,0.0,2020-04-08 06:00:00
0.0707,100.83,14.78,10.51,1.1,0.0,2020-04-08 07:00:00
0.35444,437.23,26.07,11.66,1.38,0.0,2020-04-08 08:00:00
0.50024,614.44,36.83,12.72,1.31,0.0,2020-04-08 09:00:00
0.6842699999999999,867.19,46.39,14.54,1.38,0.0,2020-04-08 10:00:00
0.76958,1004.93,53.61,15.84,1.17,0.0,2020-04-08 11:00:00
0.81304,1082.01,56.78,17.03,1.1,0.0,2020-04-08 12:00:00
0.79957,1067.97,54.76,18.06,1.03,0.0,2020-04-08 13:00:00
0.7182799999999999,947.45,48.31,18.75,0.9,0.0,2020-04-08 14:00:00
0.5922799999999999,767.33,39.15,19.54,0.76,0.0,2020-04-08 15:00:00
0.39754,507.36,28.59,19.38,1.03,0.0,2020-04-08 16:00:00
0.18824000000000002,266.04,17.38,19.21,1.17,0.0,2020-04-08 17:00:00
0.01796,41.59,5.97,18.53,0.97,0.0,2020-04-08 18:00:00
0.0,0.0,0.0,18.13,0.34,0.0,2020-04-08 19:00:00
0.0,0.0,0.0,15.31,1.38,0.0,2020-04-08 20:00:00
0.0,0.0,0.0,14.65,1.93,0.0,2020-04-08 21:00:00
0.0,0.0,0.0,13.54,1.79,0.0,2020-04-08 22:00:00
0.0,0.0,0.0,12.37,1.72,0.0,2020-04-08 23:00:00
0.0,0.0,0.0,11.62,1.66,0.0,2020-04-09 00:00:00
0.0,0.0,0.0,11.14,1.72,0.0,2020-04-09 01:00:00
0.0,0.0,0.0,10.62,1.72,0.0,2020-04-09 02:00:00
0.0,0.0,0.0,10.02,1.72,0.0,2020-04-09 03:00:00
0.0,0.0,0.0,9.7,1.93,0.0,2020-04-09 04:00:00
0.0,0.0,0.0,9.48,2.0,0.0,2020-04-09 05:00:00
0.0,2.62,3.67,9.17,2.0,0.0,2020-04-09 06:00:00
0.054799999999999995,80.77,15.07,10.55,1.45,0.0,2020-04-09 07:00:00
0.18147,229.34,26.37,12.73,2.07,0.0,2020-04-09 08:00:00
0.24647999999999998,306.07,37.15,13.94,2.0,0.0,2020-04-09 09:00:00
0.10836,145.56,46.74,14.96,2.07,0.0,2020-04-09 10:00:00
0.17335,222.51,53.98,15.64,2.14,0.0,2020-04-09 11:00:00
0.24076,303.31,57.16,16.28,2.14,0.0,2020-04-09 12:00:00
0.12228,162.24,55.09,15.54,2.28,0.0,2020-04-09 13:00:00
0.19637000000000002,249.21,48.58,15.14,2.0,0.0,2020-04-09 14:00:00
0.11635,154.83,39.38,14.63,1.79,0.0,2020-04-09 15:00:00
0.10221,138.41,28.79,14.86,1.52,0.0,2020-04-09 16:00:00
0.05086,76.95,17.56,14.5,1.17,0.0,2020-04-09 17:00:00
0.01097,25.03,6.15,13.69,0.83,0.0,2020-04-09 18:00:00
0.0,0.0,0.0,12.57,1.03,0.0,2020-04-09 19:00:00
0.0,0.0,0.0,12.16,1.24,0.0,2020-04-09 20:00:00
0.0,0.0,0.0,11.91,1.24,0.0,2020-04-09 21:00:00
0.0,0.0,0.0,11.69,1.24,0.0,2020-04-09 22:00:00
0.0,0.0,0.0,11.6,1.17,0.0,2020-04-09 23:00:00
0.0,0.0,0.0,11.52,1.03,0.0,2020-04-10 00:00:00
0.0,0.0,0.0,11.36,0.9,0.0,2020-04-10 01:00:00
0.0,0.0,0.0,11.31,0.97,0.0,2020-04-10 02:00:00
0.0,0.0,0.0,11.12,1.03,0.0,2020-04-10 03:00:00
0.0,0.0,0.0,10.87,1.17,0.0,2020-04-10 04:00:00
0.0,0.0,0.0,10.67,1.1,0.0,2020-04-10 05:00:00
0.004070000000000001,13.99,3.96,10.51,1.03,0.0,2020-04-10 06:00:00
0.020579999999999998,38.01,15.36,10.77,0.97,0.0,2020-04-10 07:00:00
0.08229,113.11,26.67,10.95,0.97,0.0,2020-04-10 08:00:00
0.15611000000000003,199.05,37.46,11.2,0.9,0.0,2020-04-10 09:00:00
0.14252,183.57,47.08,11.73,1.17,0.0,2020-04-10 10:00:00
0.07795,108.47,54.35,12.14,1.38,0.0,2020-04-10 11:00:00
0.10654000000000001,141.85,57.53,12.12,1.59,0.0,2020-04-10 12:00:00
0.0928,126.09,55.42,12.67,1.72,0.0,2020-04-10 13:00:00
0.22737000000000002,283.56,48.85,13.38,2.0,0.0,2020-04-10 14:00:00
0.2782,342.76,39.6,13.6,2.14,0.0,2020-04-10 15:00:00
0.21309999999999998,266.77,28.99,13.75,2.28,0.0,2020-04-10 16:00:00
0.08377,116.8,17.75,13.69,2.07,0.0,2020-04-10 17:00:00
0.018949999999999998,38.38,6.34,13.18,1.72,0.0,2020-04-10 18:00:00
0.0,0.0,0.0,13.37,1.1,0.0,2020-04-10 19:00:00
0.0,0.0,0.0,12.16,1.31,0.0,2020-04-10 20:00:00
0.0,0.0,0.0,11.05,1.17,0.0,2020-04-10 21:00:00
0.0,0.0,0.0,10.63,1.17,0.0,2020-04-10 22:00:00
0.0,0.0,0.0,10.2,1.38,0.0,2020-04-10 23:00:00
0.0,0.0,0.0,10.15,1.31,0.0,2020-04-11 00:00:00
0.0,0.0,0.0,10.27,1.17,0.0,2020-04-11 01:00:00
0.0,0.0,0.0,9.91,1.31,0.0,2020-04-11 02:00:00
0.0,0.0,0.0,9.42,1.38,0.0,2020-04-11 03:00:00
0.0,0.0,0.0,9.42,1.31,0.0,2020-04-11 04:00:00
0.0,0.0,0.0,9.04,1.45,0.0,2020-04-11 05:00:00
0.00515,15.74,4.25,9.15,1.24,0.0,2020-04-11 06:00:00
0.1433,203.3,15.65,10.03,1.24,0.0,2020-04-11 07:00:00
0.32573,399.96,26.96,11.06,1.45,0.0,2020-04-11 08:00:00
0.55431,681.09,37.78,11.57,1.17,0.0,2020-04-11 09:00:00
0.39177,480.74,47.42,12.55,1.17,0.0,2020-04-11 10:00:00
0.52164,648.33,54.72,13.63,1.31,0.0,2020-04-11 11:00:00
0.64275,815.45,57.9,14.82,1.38,0.0,2020-04-11 12:00:00
0.5698200000000001,719.51,55.75,16.06,1.45,0.0,2020-04-11 13:00:00
0.60012,762.66,49.12,16.92,1.38,0.0,2020-04-11 14:00:00
0.43987,550.08,39.82,17.25,1.45,0.0,2020-04-11 15:00:00
0.39177999999999996,492.19,29.18,17.28,1.59,0.0,2020-04-11 16:00:00
0.19383,272.2,17.93,17.11,1.59,0.0,2020-04-11 17:00:00
0.01923,39.15,6.52,16.53,1.17,0.0,2020-04-11 18:00:00
0.0,0.0,0.0,15.15,1.03,0.0,2020-04-11 19:00:00
0.0,0.0,0.0,14.12,1.17,0.0,2020-04-11 20:00:00
0.0,0.0,0.0,13.45,1.79,0.0,2020-04-11 21:00:00
0.0,0.0,0.0,12.75,1.86,0.0,2020-04-11 22:00:00
0.0,0.0,0.0,12.46,1.93,0.0,2020-04-11 23:00:00
0.0,0.0,0.0,12.24,2.28,0.0,2020-04-12 00:00:00
0.0,0.0,0.0,11.59,2.34,0.0,2020-04-12 01:00:00
0.0,0.0,0.0,10.67,1.86,0.0,2020-04-12 02:00:00
0.0,0.0,0.0,10.03,1.79,0.0,2020-04-12 03:00:00
0.0,0.0,0.0,9.63,1.93,0.0,2020-04-12 04:00:00
