energy_kwh,irradiance,sun_height,temperature,wind_speed,intensity,datetime,humidity,ghi,hour,day_of_week,month,season
0.0,0.0,0.0,2.88,1.31,0.0,2020-01-01 00:00:00,63.83,0.0,0,2,1,0
0.0,0.0,0.0,2.03,1.45,0.0,2020-01-01 01:00:00,67.62,0.0,1,2,1,0
0.0,0.0,0.0,1.48,1.45,0.0,2020-01-01 02:00:00,71.66,0.0,2,2,1,0
0.0,0.0,0.0,1.04,1.52,0.0,2020-01-01 03:00:00,76.28,0.0,3,2,1,0
0.0,0.0,0.0,0.69,1.52,0.0,2020-01-01 04:00:00,80.38,0.0,4,2,1,0
0.0,0.0,0.0,0.37,1.52,0.0,2020-01-01 05:00:00,82.71,0.0,5,2,1,0
0.0,0.0,0.0,0.15,1.52,0.0,2020-01-01 06:00:00,83.8,0.0,6,2,1,0
0.0,0.0,0.0,-1.63,1.24,0.0,2020-01-01 07:00:00,82.99,0.0,7,2,1,0
0.07944,107.08,4.35,-1.55,1.17,0.0,2020-01-01 08:00:00,76.68,100.72,8,2,1,0
0.43699,508.75,12.99,0.98,0.55,0.0,2020-01-01 09:00:00,67.98,243.02,9,2,1,0
0.58975,709.53,19.95,4.6,0.34,0.0,2020-01-01 10:00:00,60.18,367.42,10,2,1,0
0.68638,850.38,24.65,7.32,0.48,0.0,2020-01-01 11:00:00,59.02,438.17,11,2,1,0
0.72876,917.86,26.56,9.26,0.62,0.0,2020-01-01 12:00:00,57.04,458.77,12,2,1,0
0.71004,894.07,25.44,10.61,0.76,0.0,2020-01-01 13:00:00,54.25,414.52,13,2,1,0
0.57448,708.12,21.44,11.38,0.83,0.0,2020-01-01 14:00:00,55.24,313.92,14,2,1,0
0.44026,536.23,15.03,11.54,0.83,0.0,2020-01-01 15:00:00,67.97,179.93,15,2,1,0
0.1566,200.91,6.78,10.76,1.17,0.0,2020-01-01 16:00:00,65.52,36.75,16,2,1,0
0.0,0.0,0.0,9.16,1.38,0.0,2020-01-01 17:00:00,64.7,0.0,17,2,1,0
0.0,0.0,0.0,8.52,0.69,0.0,2020-01-01 18:00:00,65.24,0.0,18,2,1,0
0.0,0.0,0.0,7.2,0.14,0.0,2020-01-01 19:00:00,65.5,0.0,19,2,1,0
0.0,0.0,0.0,6.36,0.62,0.0,2020-01-01 20:00:00,66.4,0.0,20,2,1,0
0.0,0.0,0.0,3.89,1.24,0.0,2020-01-01 21:00:00,68.7,0.0,21,2,1,0
0.0,0.0,0.0,2.12,1.52,0.0,2020-01-01 22:00:00,72.18,0.0,22,2,1,0
0.0,0.0,0.0,1.44,1.52,0.0,2020-01-01 23:00:00,76.92,0.0,23,2,1,0
0.0,0.0,0.0,1.08,1.52,0.0,2020-01-02 00:00:00,81.72,0.0,0,3,1,0
0.0,0.0,0.0,0.7,1.52,0.0,2020-01-02 01:00:00,87.79,0.0,1,3,1,0
0.0,0.0,0.0,0.59,1.45,0.0,2020-01-02 02:00:00,92.07,0.0,2,3,1,0
0.0,0.0,0.0,0.5,1.45,0.0,2020-01-02 03:00:00,95.32,0.0,3,3,1,0
0.0,0.0,0.0,0.5,1.38,0.0,2020-01-02 04:00:00,96.42,0.0,4,3,1,0
0.0,0.0,0.0,0.53,1.38,0.0,2020-01-02 05:00:00,97.74,0.0,5,3,1,0
0.0,0.0,0.0,0.58,1.38,0.0,2020-01-02 06:00:00,97.63,0.0,6,3,1,0
0.0,0.0,0.0,0.5,1.1,0.0,2020-01-02 07:00:00,95.07,0.0,7,3,1,0
0.14971,188.95,4.34,0.33,1.03,0.0,2020-01-02 08:00:00,89.62,99.05,8,3,1,0
0.43725,510.08,13.0,1.61,0.62,0.0,2020-01-02 09:00:00,85.95,238.12,9,3,1,0
0.58723,702.35,19.98,3.87,0.41,0.0,2020-01-02 10:00:00,80.33,354.92,10,3,1,0
0.69651,857.42,24.7,5.91,0.48,0.0,2020-01-02 11:00:00,75.0,438.2,11,3,1,0
0.72582,904.42,26.65,7.51,0.62,0.0,2020-01-02 12:00:00,66.49,456.83,12,3,1,0
0.6910700000000001,857.12,25.55,8.58,0.76,0.0,2020-01-02 13:00:00,61.02,403.0,13,3,1,0
0.58805,717.04,21.56,9.25,0.9,0.0,2020-01-02 14:00:00,61.13,308.55,14,3,1,0
0.44762,538.96,15.15,9.34,0.9,0.0,2020-01-02 15:00:00,72.78,173.85,15,3,1,0
0.23498,291.26,6.91,8.73,0.97,0.0,2020-01-02 16:00:00,77.23,34.47,16,3,1,0
0.0,0.0,0.0,7.5,0.83,0.0,2020-01-02 17:00:00,80.53,0.0,17,3,1,0
0.0,0.0,0.0,6.7,0.34,0.0,2020-01-02 18:00:00,80.66,0.0,18,3,1,0
0.0,0.0,0.0,6.42,0.41,0.0,2020-01-02 19:00:00,82.26,0.0,19,3,1,0
0.0,0.0,0.0,4.98,0.97,0.0,2020-01-02 20:00:00,83.47,0.0,20,3,1,0
0.0,0.0,0.0,2.69,1.38,0.0,2020-01-02 21:00:00,85.68,0.0,21,3,1,0
0.0,0.0,0.0,1.91,1.45,0.0,2020-01-02 22:00:00,88.44,0.0,22,3,1,0
0.0,0.0,0.0,1.6,1.38,0.0,2020-01-02 23:00:00,91.15,0.0,23,3,1,0
0.0,0.0,0.0,1.25,1.38,0.0,2020-01-03 00:00:00,94.83,0.0,0,4,1,0
0.0,0.0,0.0,0.89,1.38,0.0,2020-01-03 01:00:00,98.05,0.0,1,4,1,0
0.0,0.0,0.0,0.76,1.31,0.0,2020-01-03 02:00:00,100.0,0.0,2,4,1,0
0.0,0.0,0.0,1.04,1.17,0.0,2020-01-03 03:00:00,100.0,0.0,3,4,1,0
0.0,0.0,0.0,1.87,0.9,0.0,2020-01-03 04:00:00,100.0,0.0,4,4,1,0
0.0,0.0,0.0,2.08,0.69,0.0,2020-01-03 05:00:00,100.0,0.0,5,4,1,0
0.0,0.0,0.0,1.81,0.62,0.0,2020-01-03 06:00:00,100.0,0.0,6,4,1,0
0.0,0.0,0.0,-0.07,1.1,0.0,2020-01-03 07:00:00,100.0,0.0,7,4,1,0
0.01814,33.77,4.34,-0.25,1.1,0.0,2020-01-03 08:00:00,99.04,67.4,8,4,1,0
0.07683,102.31,13.02,1.2,0.62,0.0,2020-01-03 09:00:00,92.41,154.15,9,4,1,0
0.09290999999999999,121.9,20.02,3.9,0.41,0.0,2020-01-03 10:00:00,88.05,213.38,10,4,1,0
0.34885000000000005,413.28,24.77,5.92,0.55,0.0,2020-01-03 11:00:00,77.49,308.65,11,4,1,0
0.08767,117.74,26.74,7.4,0.62,0.0,2020-01-03 12:00:00,70.81,307.98,12,4,1,0
0.20915999999999998,256.11,25.66,8.44,0.69,0.0,2020-01-03 13:00:00,66.89,267.65,13,4,1,0
0.31161,374.75,21.68,9.16,0.62,0.0,2020-01-03 14:00:00,66.37,198.12,14,4,1,0
0.41513,500.83,15.29,9.53,0.62,0.0,2020-01-03 15:00:00,75.62,110.12,15,4,1,0
0.22893,284.29,7.05,9.1,1.03,0.0,2020-01-03 16:00:00,82.55,25.35,16,4,1,0
0.0,0.0,0.0,7.79,0.97,0.0,2020-01-03 17:00:00,90.91,0.0,17,4,1,0
0.0,0.0,0.0,7.07,0.34,0.0,2020-01-03 18:00:00,99.83,0.0,18,4,1,0
0.0,0.0,0.0,4.63,0.76,0.0,2020-01-03 19:00:00,100.0,0.0,19,4,1,0
0.0,0.0,0.0,2.08,1.38,0.0,2020-01-03 20:00:00,100.0,0.0,20,4,1,0
0.0,0.0,0.0,1.17,1.66,0.0,2020-01-03 21:00:00,100.0,0.0,21,4,1,0
0.0,0.0,0.0,0.61,1.72,0.0,2020-01-03 22:00:00,100.0,0.0,22,4,1,0
0.0,0.0,0.0,0.63,1.72,0.0,2020-01-03 23:00:00,100.0,0.0,23,4,1,0
0.0,0.0,0.0,0.6,1.86,0.0,2020-01-04 00:00:00,99.15,0.0,0,5,1,0
0.0,0.0,0.0,0.55,1.86,0.0,2020-01-04 01:00:00,98.6,0.0,1,5,1,0
0.0,0.0,0.0,0.58,1.86,0.0,2020-01-04 02:00:00,99.01,0.0,2,5,1,0
0.0,0.0,0.0,0.72,1.86,0.0,2020-01-04 03:00:00,99.21,0.0,3,5,1,0
0.0,0.0,0.0,0.54,1.86,0.0,2020-01-04 04:00:00,99.54,0.0,4,5,1,0
0.0,0.0,0.0,0.33,1.86,0.0,2020-01-04 05:00:00,99.45,0.0,5,5,1,0
0.0,0.0,0.0,0.23,1.86,0.0,2020-01-04 06:00:00,99.8,0.0,6,5,1,0
0.0,0.0,0.0,-0.11,1.86,0.0,2020-01-04 07:00:00,99.32,0.0,7,5,1,0
0.16247,202.88,4.35,-0.14,1.86,0.0,2020-01-04 08:00:00,94.88,103.45,8,5,1,0
0.44067,508.03,13.04,1.43,1.72,0.0,2020-01-04 09:00:00,84.17,244.35,9,5,1,0
0.5945900000000001,698.51,20.07,4.21,1.72,0.0,2020-01-04 10:00:00,71.43,360.83,10,5,1,0
0.70861,853.59,24.84,6.8,1.93,0.0,2020-01-04 11:00:00,60.92,430.6,11,5,1,0
0.74871,908.76,26.83,8.61,2.48,0.0,2020-01-04 12:00:00,54.62,462.75,12,5,1,0
0.7345499999999999,886.15,25.78,9.82,3.24,0.0,2020-01-04 13:00:00,52.46,422.42,13,5,1,0
0.6350800000000001,759.4,21.82,10.37,3.24,0.0,2020-01-04 14:00:00,53.1,327.62,14,5,1,0
0.46588,553.08,15.43,10.46,3.1,0.0,2020-01-04 15:00:00,60.24,188.18,15,5,1,0
0.2662,327.27,7.19,9.85,2.41,0.0,2020-01-04 16:00:00,80.06,41.47,16,5,1,0
0.0,0.0,0.0,8.02,2.28,0.0,2020-01-04 17:00:00,84.97,0.0,17,5,1,0
0.0,0.0,0.0,6.43,2.28,0.0,2020-01-04 18:00:00,87.47,0.0,18,5,1,0
0.0,0.0,0.0,5.77,2.07,0.0,2020-01-04 19:00:00,90.17,0.0,19,5,1,0
0.0,0.0,0.0,4.72,2.07,0.0,2020-01-04 20:00:00,94.03,0.0,20,5,1,0
0.0,0.0,0.0,3.94,2.07,0.0,2020-01-04 21:00:00,99.28,0.0,21,5,1,0
0.0,0.0,0.0,3.28,2.0,0.0,2020-01-04 22:00:00,100.0,0.0,22,5,1,0
0.0,0.0,0.0,2.73,1.93,0.0,2020-01-04 23:00:00,100.0,0.0,23,5,1,0
0.0,0.0,0.0,2.04,1.86,0.0,2020-01-05 00:00:00,100.0,0.0,0,6,1,0
0.0,0.0,0.0,1.4,1.72,0.0,2020-01-05 01:00:00,100.0,0.0,1,6,1,0
0.0,0.0,0.0,0.46,1.52,0.0,2020-01-05 02:00:00,100.0,0.0,2,6,1,0
0.0,0.0,0.0,-0.39,1.38,0.0,2020-01-05 03:00:00,100.0,0.0,3,6,1,0
0.0,0.0,0.0,-1.02,1.38,0.0,2020-01-05 04:00:00,100.0,0.0,4,6,1,0
0.0,0.0,0.0,-1.42,1.31,0.0,2020-01-05 05:00:00,100.0,0.0,5,6,1,0
0.0,0.0,0.0,-1.66,1.31,0.0,2020-01-05 06:00:00,100.0,0.0,6,6,1,0
0.0,0.0,0.0,-1.45,1.24,0.0,2020-01-05 07:00:00,98.57,0.0,7,6,1,0
0.16197999999999999,201.83,4.36,-1.35,1.17,0.0,2020-01-05 08:00:00,88.7,112.75,8,6,1,0
0.43289,503.42,13.07,1.14,0.69,0.0,2020-01-05 09:00:00,74.42,261.83,9,6,1,0
0.58043,694.88,20.12,4.75,0.55,0.0,2020-01-05 10:00:00,64.12,386.83,10,6,1,0
0.6833400000000001,844.5,24.92,7.36,0.55,0.0,2020-01-05 11:00:00,56.05,463.0,11,6,1,0
0.7185499999999999,906.25,26.94,9.3,0.48,0.0,2020-01-05 12:00:00,50.59,480.88,12,6,1,0
0.7042,891.87,25.9,10.69,0.48,0.0,2020-01-05 13:00:00,49.38,441.25,13,6,1,0
0.61718,771.57,21.95,11.6,0.48,0.0,2020-01-05 14:00:00,48.42,346.7,14,6,1,0
0.46076,565.53,15.57,11.88,0.48,0.0,2020-01-05 15:00:00,56.94,207.5,15,6,1,0
0.26571,331.71,7.34,11.36,0.83,0.0,2020-01-05 16:00:00,53.63,50.25,16,6,1,0
0.0,0.0,0.0,9.51,1.31,0.0,2020-01-05 17:00:00,54.84,0.0,17,6,1,0
0.0,0.0,0.0,8.21,0.9,0.0,2020-01-05 18:00:00,58.48,0.0,18,6,1,0
0.0,0.0,0.0,7.84,0.48,0.0,2020-01-05 19:00:00,60.24,0.0,19,6,1,0
0.0,0.0,0.0,6.94,0.76,0.0,2020-01-05 20:00:00,61.67,0.0,20,6,1,0
0.0,0.0,0.0,4.79,1.17,0.0,2020-01-05 21:00:00,62.76,0.0,21,6,1,0
0.0,0.0,0.0,3.22,1.38,0.0,2020-01-05 22:00:00,63.38,0.0,22,6,1,0
0.0,0.0,0.0,2.38,1.59,0.0,2020-01-05 23:00:00,64.66,0.0,23,6,1,0
0.0,0.0,0.0,1.76,1.66,0.0,2020-01-06 00:00:00,68.32,0.0,0,0,1,0
0.0,0.0,0.0,0.83,1.79,0.0,2020-01-06 01:00:00,71.36,0.0,1,0,1,0
0.0,0.0,0.0,0.32,1.79,0.0,2020-01-06 02:00:00,73.4,0.0,2,0,1,0
0.0,0.0,0.0,0.13,1.72,0.0,2020-01-06 03:00:00,74.62,0.0,3,0,1,0
0.0,0.0,0.0,0.13,1.66,0.0,2020-01-06 04:00:00,75.54,0.0,4,0,1,0
0.0,0.0,0.0,0.45,1.45,0.0,2020-01-06 05:00:00,76.08,0.0,5,0,1,0
0.0,0.0,0.0,0.64,1.38,0.0,2020-01-06 06:00:00,75.46,0.0,6,0,1,0
0.0,0.0,0.0,-0.11,1.38,0.0,2020-01-06 07:00:00,74.01,0.0,7,0,1,0
0.14842,187.18,4.38,-0.11,1.45,0.0,2020-01-06 08:00:00,76.56,105.0,8,0,1,0
0.42542,494.34,13.11,1.67,0.97,0.0,2020-01-06 09:00:00,63.02,252.48,9,0,1,0
0.57959,696.75,20.18,5.05,0.41,0.0,2020-01-06 10:00:00,56.53,381.98,10,0,1,0
0.6780900000000001,839.47,25.01,7.53,0.48,0.0,2020-01-06 11:00:00,53.67,456.67,11,0,1,0
0.72466,911.46,27.05,9.2,0.62,0.0,2020-01-06 12:00:00,45.58,476.65,12,0,1,0
0.7018,882.31,26.03,10.35,0.69,0.0,2020-01-06 13:00:00,43.44,299.29,13,0,1,0
0.62125,770.49,22.1,11.03,0.76,0.0,2020-01-06 14:00:00,45.32,341.83,14,0,1,0
0.4678,569.58,15.72,11.13,0.83,0.0,2020-01-06 15:00:00,60.0,200.82,15,0,1,0
0.26609,330.27,7.49,10.47,0.97,0.0,2020-01-06 16:00:00,57.52,47.72,16,0,1,0
0.0,0.0,0.0,8.74,0.69,0.0,2020-01-06 17:00:00,56.57,0.0,17,0,1,0
0.0,0.0,0.0,8.53,0.21,0.0,2020-01-06 18:00:00,62.16,0.0,18,0,1,0
0.0,0.0,0.0,7.37,0.55,0.0,2020-01-06 19:00:00,68.86,0.0,19,0,1,0
0.0,0.0,0.0,5.5,1.03,0.0,2020-01-06 20:00:00,73.76,0.0,20,0,1,0
0.0,0.0,0.0,2.02,1.66,0.0,2020-01-06 21:00:00,75.96,0.0,21,0,1,0
0.0,0.0,0.0,0.65,1.72,0.0,2020-01-06 22:00:00,77.33,0.0,22,0,1,0
0.0,0.0,0.0,-0.14,1.52,0.0,2020-01-06 23:00:00,77.99,0.0,23,0,1,0
0.0,0.0,0.0,-0.76,1.38,0.0,2020-01-07 00:00:00,79.08,0.0,0,1,1,0
0.0,0.0,0.0,-1.22,1.38,0.0,2020-01-07 01:00:00,81.09,0.0,1,1,1,0
0.0,0.0,0.0,-1.54,1.31,0.0,2020-01-07 02:00:00,82.88,0.0,2,1,1,0
0.0,0.0,0.0,-1.66,1.38,0.0,2020-01-07 03:00:00,84.65,0.0,3,1,1,0
0.0,0.0,0.0,-1.7,1.45,0.0,2020-01-07 04:00:00,85.17,0.0,4,1,1,0
0.0,0.0,0.0,-1.68,1.45,0.0,2020-01-07 05:00:00,84.13,0.0,5,1,1,0
0.0,0.0,0.0,-1.71,1.45,0.0,2020-01-07 06:00:00,82.75,0.0,6,1,1,0
0.0,0.0,0.0,-2.14,1.31,0.0,2020-01-07 07:00:00,80.04,0.0,7,1,1,0
0.16144999999999998,200.73,4.4,-2.07,1.17,0.0,2020-01-07 08:00:00,75.0,104.85,8,1,1,0
0.44073,511.76,13.16,0.5,0.62,0.0,2020-01-07 09:00:00,64.5,244.4,9,1,1,0
0.58612,704.49,20.25,4.54,0.34,0.0,2020-01-07 10:00:00,53.59,375.25,10,1,1,0
0.67755,841.21,25.1,7.4,0.34,0.0,2020-01-07 11:00:00,51.16,453.45,11,1,1,0
0.7338899999999999,927.75,27.17,9.41,0.55,0.0,2020-01-07 12:00:00,47.23,470.75,12,1,1,0
0.73334,928.89,26.17,10.88,0.76,0.0,2020-01-07 13:00:00,41.82,434.42,13,1,1,0
0.61176,759.92,22.25,11.79,0.83,0.0,2020-01-07 14:00:00,44.12,339.83,14,1,1,0
0.47813,585.54,15.88,12.07,0.83,0.0,2020-01-07 15:00:00,62.48,201.62,15,1,1,0
0.28776,356.86,7.65,11.29,1.31,0.0,2020-01-07 16:00:00,59.62,51.7,16,1,1,0
0.0,0.0,0.0,9.39,1.45,0.0,2020-01-07 17:00:00,61.39,0.0,17,1,1,0
0.0,0.0,0.0,7.99,0.9,0.0,2020-01-07 18:00:00,67.65,0.0,18,1,1,0
0.0,0.0,0.0,7.52,0.62,0.0,2020-01-07 19:00:00,74.61,0.0,19,1,1,0
0.0,0.0,0.0,5.05,1.1,0.0,2020-01-07 20:00:00,77.55,0.0,20,1,1,0
0.0,0.0,0.0,2.5,1.52,0.0,2020-01-07 21:00:00,77.29,0.0,21,1,1,0
0.0,0.0,0.0,0.75,1.59,0.0,2020-01-07 22:00:00,76.67,0.0,22,1,1,0
0.0,0.0,0.0,-0.18,1.59,0.0,2020-01-07 23:00:00,76.26,0.0,23,1,1,0
0.0,0.0,0.0,-0.51,1.59,0.0,2020-01-08 00:00:00,75.61,0.0,0,2,1,0
0.0,0.0,0.0,-0.93,1.52,0.0,2020-01-08 01:00:00,74.84,0.0,1,2,1,0
0.0,0.0,0.0,-1.19,1.52,0.0,2020-01-08 02:00:00,74.76,0.0,2,2,1,0
0.0,0.0,0.0,-1.36,1.45,0.0,2020-01-08 03:00:00,74.76,0.0,3,2,1,0
0.0,0.0,0.0,-1.36,1.38,0.0,2020-01-08 04:00:00,75.08,0.0,4,2,1,0
0.0,0.0,0.0,-1.28,1.24,0.0,2020-01-08 05:00:00,76.09,0.0,5,2,1,0
0.0,0.0,0.0,-1.21,1.24,0.0,2020-01-08 06:00:00,77.35,0.0,6,2,1,0
0.0,0.0,0.0,-1.13,1.17,0.0,2020-01-08 07:00:00,78.94,0.0,7,2,1,0
0.05207,75.71,4.44,-0.79,1.24,0.0,2020-01-08 08:00:00,76.34,101.18,8,2,1,0
0.33062,383.18,13.21,0.99,0.83,0.0,2020-01-08 09:00:00,60.13,242.0,9,2,1,0
0.5634600000000001,674.88,20.33,5.39,0.55,0.0,2020-01-08 10:00:00,54.24,368.02,10,2,1,0
0.69044,858.9,25.21,8.47,0.55,0.0,2020-01-08 11:00:00,52.23,440.48,11,2,1,0
0.70713,894.63,27.3,10.7,0.55,0.0,2020-01-08 12:00:00,50.47,459.98,12,2,1,0
0.69864,887.58,26.32,12.2,0.62,0.0,2020-01-08 13:00:00,49.21,425.48,13,2,1,0
0.59813,751.23,22.41,13.15,0.48,0.0,2020-01-08 14:00:00,49.35,330.42,14,2,1,0
0.4657,577.8,16.04,13.4,0.28,0.0,2020-01-08 15:00:00,59.55,193.38,15,2,1,0
0.2449,309.65,7.81,12.9,0.14,0.0,2020-01-08 16:00:00,61.21,49.28,16,2,1,0
0.0,0.0,0.0,12.02,0.14,0.0,2020-01-08 17:00:00,63.19,0.0,17,2,1,0
0.0,0.0,0.0,11.09,0.55,0.0,2020-01-08 18:00:00,66.88,0.0,18,2,1,0
0.0,0.0,0.0,10.33,0.69,0.0,2020-01-08 19:00:00,71.46,0.0,19,2,1,0
0.0,0.0,0.0,9.32,0.97,0.0,2020-01-08 20:00:00,76.95,0.0,20,2,1,0
0.0,0.0,0.0,6.65,1.31,0.0,2020-01-08 21:00:00,83.72,0.0,21,2,1,0
0.0,0.0,0.0,4.93,1.52,0.0,2020-01-08 22:00:00,91.91,0.0,22,2,1,0
0.0,0.0,0.0,3.92,1.59,0.0,2020-01-08 23:00:00,99.18,0.0,23,2,1,0
0.0,0.0,0.0,3.42,1.45,0.0,2020-01-09 00:00:00,100.0,0.0,0,3,1,0
0.0,0.0,0.0,2.66,1.52,0.0,2020-01-09 01:00:00,100.0,0.0,1,3,1,0
0.0,0.0,0.0,2.21,1.52,0.0,2020-01-09 02:00:00,100.0,0.0,2,3,1,0
0.0,0.0,0.0,1.83,1.52,0.0,2020-01-09 03:00:00,100.0,0.0,3,3,1,0
0.0,0.0,0.0,1.71,1.52,0.0,2020-01-09 04:00:00,97.59,0.0,4,3,1,0
0.0,0.0,0.0,1.43,1.52,0.0,2020-01-09 05:00:00,96.63,0.0,5,3,1,0
0.0,0.0,0.0,1.1,1.52,0.0,2020-01-09 06:00:00,96.48,0.0,6,3,1,0
0.0,0.0,0.0,0.74,1.52,0.0,2020-01-09 07:00:00,96.26,0.0,7,3,1,0
0.1656,208.07,4.47,0.7,1.45,0.0,2020-01-09 08:00:00,93.57,105.62,8,3,1,0
0.42029,493.79,13.27,3.44,0.69,0.0,2020-01-09 09:00:00,87.69,245.82,9,3,1,0
0.57729,698.89,20.41,6.35,0.34,0.0,2020-01-09 10:00:00,79.12,360.8,10,3,1,0
0.68475,843.56,25.32,8.03,0.83,0.0,2020-01-09 11:00:00,70.28,435.6,11,3,1,0
0.72296,901.51,27.43,9.36,0.97,0.0,2020-01-09 12:00:00,64.15,461.27,12,3,1,0
0.7017599999999999,873.78,26.47,10.44,1.1,0.0,2020-01-09 13:00:00,62.25,417.7,13,3,1,0
0.62407,764.77,22.57,11.15,1.45,0.0,2020-01-09 14:00:00,63.08,322.1,14,3,1,0
0.47498,573.64,16.21,11.65,1.72,0.0,2020-01-09 15:00:00,69.77,187.12,15,3,1,0
0.27231,335.97,7.98,11.07,2.07,0.0,2020-01-09 16:00:00,86.85,43.95,16,3,1,0
0.0,0.0,0.0,9.23,1.93,0.0,2020-01-09 17:00:00,90.89,0.0,17,3,1,0
0.0,0.0,0.0,7.9,1.93,0.0,2020-01-09 18:00:00,89.7,0.0,18,3,1,0
0.0,0.0,0.0,7.67,1.72,0.0,2020-01-09 19:00:00,91.64,0.0,19,3,1,0
0.0,0.0,0.0,7.49,1.45,0.0,2020-01-09 20:00:00,98.16,0.0,20,3,1,0
0.0,0.0,0.0,7.17,1.59,0.0,2020-01-09 21:00:00,100.0,0.0,21,3,1,0
0.0,0.0,0.0,7.0,1.52,0.0,2020-01-09 22:00:00,100.0,0.0,22,3,1,0
0.0,0.0,0.0,6.52,1.52,0.0,2020-01-09 23:00:00,100.0,0.0,23,3,1,0
0.0,0.0,0.0,5.85,1.66,0.0,2020-01-10 00:00:00,100.0,0.0,0,4,1,0
0.0,0.0,0.0,6.04,2.48,0.0,2020-01-10 01:00:00,98.54,0.0,1,4,1,0
0.0,0.0,0.0,6.12,2.41,0.0,2020-01-10 02:00:00,98.6,0.0,2,4,1,0
0.0,0.0,0.0,5.4,2.21,0.0,2020-01-10 03:00:00,100.0,0.0,3,4,1,0
0.0,0.0,0.0,4.61,2.14,0.0,2020-01-10 04:00:00,100.0,0.0,4,4,1,0
0.0,0.0,0.0,3.72,1.93,0.0,2020-01-10 05:00:00,100.0,0.0,5,4,1,0
0.0,0.0,0.0,2.8,2.07,0.0,2020-01-10 06:00:00,100.0,0.0,6,4,1,0
0.0,0.0,0.0,2.33,2.0,0.0,2020-01-10 07:00:00,100.0,0.0,7,4,1,0
0.18389,230.32,4.52,2.13,1.93,0.0,2020-01-10 08:00:00,89.16,103.03,8,4,1,0
0.42060000000000003,488.38,13.33,3.38,1.93,0.0,2020-01-10 09:00:00,79.22,245.73,9,4,1,0
0.65383,770.98,20.5,5.06,2.21,0.0,2020-01-10 10:00:00,68.29,373.88,10,4,1,0
0.6991,834.2,25.43,7.05,2.62,0.0,2020-01-10 11:00:00,59.22,448.12,11,4,1,0
0.7562000000000001,907.33,27.57,8.46,3.38,0.0,2020-01-10 12:00:00,52.74,467.95,12,4,1,0
0.73552,880.93,26.63,9.25,3.66,0.0,2020-01-10 13:00:00,49.37,431.5,13,4,1,0
0.64528,766.3,22.74,9.81,3.79,0.0,2020-01-10 14:00:00,48.62,343.5,14,4,1,0
0.48695,575.27,16.38,10.07,3.59,0.0,2020-01-10 15:00:00,52.02,207.45,15,4,1,0
0.28161,343.45,8.15,9.77,2.9,0.0,2020-01-10 16:00:00,69.93,56.9,16,4,1,0
0.0,0.0,0.0,8.39,2.34,0.0,2020-01-10 17:00:00,79.04,0.0,17,4,1,0
0.0,0.0,0.0,6.82,2.28,0.0,2020-01-10 18:00:00,81.14,0.0,18,4,1,0
0.0,0.0,0.0,6.1,2.48,0.0,2020-01-10 19:00:00,84.8,0.0,19,4,1,0
0.0,0.0,0.0,5.23,2.41,0.0,2020-01-10 20:00:00,90.19,0.0,20,4,1,0
0.0,0.0,0.0,4.46,2.21,0.0,2020-01-10 21:00:00,96.3,0.0,21,4,1,0
0.0,0.0,0.0,3.66,2.14,0.0,2020-01-10 22:00:00,100.0,0.0,22,4,1,0
0.0,0.0,0.0,2.96,2.07,0.0,2020-01-10 23:00:00,100.0,0.0,23,4,1,0
0.0,0.0,0.0,2.26,1.93,0.0,2020-01-11 00:00:00,100.0,0.0,0,5,1,0
0.0,0.0,0.0,1.48,1.86,0.0,2020-01-11 01:00:00,100.0,0.0,1,5,1,0
0.0,0.0,0.0,0.64,1.79,0.0,2020-01-11 02:00:00,100.0,0.0,2,5,1,0
0.0,0.0,0.0,-0.13,1.72,0.0,2020-01-11 03:00:00,100.0,0.0,3,5,1,0
0.0,0.0,0.0,-0.8,1.59,0.0,2020-01-11 04:00:00,100.0,0.0,4,5,1,0
0.0,0.0,0.0,-1.28,1.52,0.0,2020-01-11 05:00:00,100.0,0.0,5,5,1,0
0.0,0.0,0.0,-1.71,1.45,0.0,2020-01-11 06:00:00,100.0,0.0,6,5,1,0
0.0,0.0,0.0,-2.07,1.59,0.0,2020-01-11 07:00:00,100.0,0.0,7,5,1,0
0.1712,211.98,4.57,-2.0,1.59,0.0,2020-01-11 08:00:00,91.62,116.72,8,5,1,0
0.43812,504.49,13.4,0.14,1.24,0.0,2020-01-11 09:00:00,79.95,267.4,9,5,1,0
0.59542,703.96,20.6,3.64,1.1,0.0,2020-01-11 10:00:00,67.71,396.42,10,5,1,0
0.70228,856.93,25.56,6.26,1.03,0.0,2020-01-11 11:00:00,56.74,475.85,11,5,1,0
0.7434,924.41,27.72,7.91,0.97,0.0,2020-01-11 12:00:00,45.74,494.2,12,5,1,0
0.7234700000000001,906.44,26.8,9.16,0.76,0.0,2020-01-11 13:00:00,39.59,455.8,13,5,1,0
0.63925,795.28,22.92,9.86,0.48,0.0,2020-01-11 14:00:00,37.4,363.35,14,5,1,0
0.49151,602.71,16.56,10.16,0.21,0.0,2020-01-11 15:00:00,45.57,222.95,15,5,1,0
0.29557,365.95,8.32,9.95,0.34,0.0,2020-01-11 16:00:00,53.37,65.2,16,5,1,0
0.0,0.0,0.0,8.57,1.24,0.0,2020-01-11 17:00:00,51.06,0.0,17,5,1,0
0.0,0.0,0.0,6.21,1.24,0.0,2020-01-11 18:00:00,54.79,0.0,18,5,1,0
