energy_kwh,irradiance,sun_height,temperature,wind_speed,intensity,datetime,humidity,ghi,hour,day_of_week,month,season
0.14076,186.21,31.22,17.56,1.1,0.0,2020-04-22 16:00:00,57.72,160.3,16,2,4,1
0.06966,101.0,19.87,17.46,1.24,0.0,2020-04-22 17:00:00,64.01,82.85,17,2,4,1
0.02658,47.84,8.49,16.92,1.1,0.0,2020-04-22 18:00:00,77.5,17.58,18,2,4,1
0.0,0.0,0.0,16.17,0.76,0.0,2020-04-22 19:00:00,73.04,0.0,19,2,4,1
0.0,0.0,0.0,16.38,0.48,0.0,2020-04-22 20:00:00,72.27,0.0,20,2,4,1
0.0,0.0,0.0,15.62,0.69,0.0,2020-04-22 21:00:00,72.32,0.0,21,2,4,1
0.0,0.0,0.0,13.48,1.1,0.0,2020-04-22 22:00:00,77.72,0.0,22,2,4,1
0.0,0.0,0.0,12.11,1.52,0.0,2020-04-22 23:00:00,82.42,0.0,23,2,4,1
0.0,0.0,0.0,11.79,1.66,0.0,2020-04-23 00:00:00,87.75,0.0,0,3,4,1
0.0,0.0,0.0,11.13,1.66,0.0,2020-04-23 01:00:00,93.09,0.0,1,3,4,1
0.0,0.0,0.0,10.49,1.66,0.0,2020-04-23 02:00:00,98.27,0.0,2,3,4,1
0.0,0.0,0.0,10.31,1.59,0.0,2020-04-23 03:00:00,100.0,0.0,3,3,4,1
0.0,0.0,0.0,9.66,1.79,0.0,2020-04-23 04:00:00,100.0,0.0,4,3,4,1
0.0,0.0,0.0,9.8,1.79,0.0,2020-04-23 05:00:00,100.0,5.65,5,3,4,1
0.025,44.23,7.52,10.19,1.79,0.0,2020-04-23 06:00:00,95.85,38.25,6,3,4,1
0.04253,65.82,18.88,11.33,1.66,0.0,2020-04-23 07:00:00,88.62,96.53,7,3,4,1
0.07701000000000001,107.54,30.25,12.85,2.21,0.0,2020-04-23 08:00:00,78.94,122.8,8,3,4,1
0.18769,237.58,41.25,14.03,2.14,0.0,2020-04-23 09:00:00,67.39,195.95,9,3,4,1
0.18865,240.39,51.21,15.32,1.93,0.0,2020-04-23 10:00:00,60.93,304.98,10,3,4,1
0.7631100000000001,985.55,58.89,16.47,1.79,0.0,2020-04-23 11:00:00,58.9,500.35,11,3,4,1
0.7100299999999999,921.52,62.14,17.52,1.52,0.0,2020-04-23 12:00:00,57.51,557.12,12,3,4,1
0.55399,708.39,59.46,18.29,1.31,0.0,2020-04-23 13:00:00,57.01,574.83,13,3,4,1
0.31708,401.19,52.13,18.71,1.45,0.0,2020-04-23 14:00:00,57.08,485.52,14,3,4,1
0.36576,460.89,42.33,18.87,1.52,0.0,2020-04-23 15:00:00,57.05,339.7,15,3,4,1
0.27514,350.59,31.4,19.03,1.38,0.0,2020-04-23 16:00:00,57.61,227.15,16,3,4,1
0.16199000000000002,223.5,20.04,18.66,1.45,0.0,2020-04-23 17:00:00,62.67,115.85,17,3,4,1
0.027039999999999998,54.55,8.67,18.03,1.31,0.0,2020-04-23 18:00:00,72.39,28.05,18,3,4,1
0.0,0.0,0.0,16.46,0.97,0.0,2020-04-23 19:00:00,72.09,0.0,19,3,4,1
0.0,0.0,0.0,15.15,1.31,0.0,2020-04-23 20:00:00,75.82,0.0,20,3,4,1
0.0,0.0,0.0,14.52,1.79,0.0,2020-04-23 21:00:00,81.81,0.0,21,3,4,1
0.0,0.0,0.0,13.66,1.72,0.0,2020-04-23 22:00:00,86.82,0.0,22,3,4,1
0.0,0.0,0.0,13.04,1.72,0.0,2020-04-23 23:00:00,90.92,0.0,23,3,4,1
0.0,0.0,0.0,12.72,1.79,0.0,2020-04-24 00:00:00,94.73,0.0,0,4,4,1
0.0,0.0,0.0,12.25,1.86,0.0,2020-04-24 01:00:00,99.75,0.0,1,4,4,1
0.0,0.0,0.0,11.78,1.72,0.0,2020-04-24 02:00:00,100.0,0.0,2,4,4,1
0.0,0.0,0.0,11.38,1.66,0.0,2020-04-24 03:00:00,100.0,0.0,3,4,4,1
0.0,0.0,0.0,11.0,1.72,0.0,2020-04-24 04:00:00,100.0,0.0,4,4,4,1
0.0,0.0,0.0,10.65,1.86,0.0,2020-04-24 05:00:00,99.85,9.88,5,4,4,1
0.01568,34.72,7.76,10.31,1.79,0.0,2020-04-24 06:00:00,93.68,111.22,6,4,4,1
0.17191,241.28,19.12,11.95,1.72,0.0,2020-04-24 07:00:00,87.13,277.6,7,4,4,1
0.38224,471.32,30.5,13.58,2.34,0.0,2020-04-24 08:00:00,74.23,457.73,8,4,4,1
0.57013,708.3,41.51,15.4,1.93,0.0,2020-04-24 09:00:00,64.06,590.75,9,4,4,1
0.67862,867.17,51.5,17.47,1.79,0.0,2020-04-24 10:00:00,60.46,728.9,10,4,4,1
0.7557999999999999,987.84,59.21,18.56,1.72,0.0,2020-04-24 11:00:00,59.78,781.33,11,4,4,1
0.79575,1056.46,62.47,19.6,1.66,0.0,2020-04-24 12:00:00,59.93,776.25,12,4,4,1
0.69774,913.36,59.75,19.86,1.59,0.0,2020-04-24 13:00:00,60.03,760.78,13,4,4,1
0.68553,892.24,52.37,20.17,1.66,0.0,2020-04-24 14:00:00,60.38,651.88,14,4,4,1
0.55568,709.04,42.52,20.46,1.79,0.0,2020-04-24 15:00:00,60.77,503.45,15,4,4,1
0.32694999999999996,416.48,31.58,20.48,2.0,0.0,2020-04-24 16:00:00,64.04,319.83,16,4,4,1
0.11334999999999999,157.05,20.21,20.08,2.14,0.0,2020-04-24 17:00:00,75.26,164.5,17,4,4,1
0.02233,41.84,8.84,19.41,1.59,0.0,2020-04-24 18:00:00,73.9,35.42,18,4,4,1
0.0,0.0,0.0,18.23,0.69,0.0,2020-04-24 19:00:00,76.4,0.0,19,4,4,1
0.0,0.0,0.0,16.28,1.45,0.0,2020-04-24 20:00:00,82.4,0.0,20,4,4,1
0.0,0.0,0.0,14.98,1.93,0.0,2020-04-24 21:00:00,85.82,0.0,21,4,4,1
0.0,0.0,0.0,14.04,1.79,0.0,2020-04-24 22:00:00,88.66,0.0,22,4,4,1
0.0,0.0,0.0,13.63,1.93,0.0,2020-04-24 23:00:00,91.15,0.0,23,4,4,1
0.0,0.0,0.0,12.93,2.14,0.0,2020-04-25 00:00:00,93.23,0.0,0,5,4,1
0.0,0.0,0.0,12.25,2.0,0.0,2020-04-25 01:00:00,95.02,0.0,1,5,4,1
0.0,0.0,0.0,11.48,1.79,0.0,2020-04-25 02:00:00,96.5,0.0,2,5,4,1
0.0,0.0,0.0,10.82,1.66,0.0,2020-04-25 03:00:00,97.35,0.0,3,5,4,1
0.0,0.0,0.0,10.22,1.45,0.0,2020-04-25 04:00:00,96.73,0.0,4,5,4,1
0.0,0.0,0.0,9.96,1.59,0.0,2020-04-25 05:00:00,95.84,11.43,5,5,4,1
0.01782,37.83,8.01,10.23,1.86,0.0,2020-04-25 06:00:00,92.47,126.75,6,5,4,1
0.16415000000000002,225.48,19.36,11.69,1.31,0.0,2020-04-25 07:00:00,88.14,310.05,7,5,4,1
0.39994999999999997,496.46,30.74,13.69,1.66,0.0,2020-04-25 08:00:00,83.79,507.38,8,5,4,1
0.56441,707.39,41.77,15.37,1.24,0.0,2020-04-25 09:00:00,77.02,648.35,9,5,4,1
0.70475,913.59,51.79,17.1,1.1,0.0,2020-04-25 10:00:00,67.69,745.05,10,5,4,1
0.7946599999999999,1057.07,59.53,18.69,1.24,0.0,2020-04-25 11:00:00,61.06,829.97,11,5,4,1
0.8139,1096.65,62.8,19.89,1.24,0.0,2020-04-25 12:00:00,57.71,799.1,12,5,4,1
0.77323,1041.58,60.04,20.82,1.1,0.0,2020-04-25 13:00:00,55.76,666.97,13,5,4,1
0.66247,874.0,52.6,21.27,1.1,0.0,2020-04-25 14:00:00,54.7,503.48,14,5,4,1
0.25526,330.05,42.72,21.38,0.9,0.0,2020-04-25 15:00:00,54.28,384.8,15,5,4,1
0.3107,397.99,31.75,20.59,1.38,0.0,2020-04-25 16:00:00,56.28,231.15,16,5,4,1
0.11401,156.89,20.38,19.15,2.83,0.0,2020-04-25 17:00:00,64.2,118.28,17,5,4,1
0.01516,31.52,9.02,18.11,2.14,0.0,2020-04-25 18:00:00,80.02,28.85,18,5,4,1
0.0,0.0,0.0,17.0,0.62,0.0,2020-04-25 19:00:00,84.34,0.0,19,5,4,1
0.0,0.0,0.0,16.11,0.62,0.0,2020-04-25 20:00:00,86.31,0.0,20,5,4,1
0.0,0.0,0.0,14.69,1.1,0.0,2020-04-25 21:00:00,88.26,0.0,21,5,4,1
0.0,0.0,0.0,13.67,1.03,0.0,2020-04-25 22:00:00,89.7,0.0,22,5,4,1
0.0,0.0,0.0,13.13,0.83,0.0,2020-04-25 23:00:00,90.54,0.0,23,5,4,1
0.0,0.0,0.0,12.16,1.03,0.0,2020-04-26 00:00:00,90.72,0.0,0,6,4,1
0.0,0.0,0.0,11.37,0.97,0.0,2020-04-26 01:00:00,91.03,0.0,1,6,4,1
0.0,0.0,0.0,11.14,0.83,0.0,2020-04-26 02:00:00,91.5,0.0,2,6,4,1
0.0,0.0,0.0,10.75,0.83,0.0,2020-04-26 03:00:00,92.1,0.0,3,6,4,1
0.0,0.0,0.0,10.39,0.9,0.0,2020-04-26 04:00:00,92.93,0.0,4,6,4,1
0.0,0.0,0.0,10.24,0.9,0.0,2020-04-26 05:00:00,93.68,9.27,5,6,4,1
0.02386,42.46,8.25,10.2,0.83,0.0,2020-04-26 06:00:00,93.0,85.62,6,6,4,1
0.11239,151.26,19.6,11.73,0.9,0.0,2020-04-26 07:00:00,87.6,192.55,7,6,4,1
0.22094999999999998,276.15,30.98,13.26,2.0,0.0,2020-04-26 08:00:00,82.47,305.48,8,6,4,1
0.36384,447.52,42.02,14.46,1.93,0.0,2020-04-26 09:00:00,76.73,451.58,9,6,4,1
0.5647000000000001,705.7,52.07,15.67,1.86,0.0,2020-04-26 10:00:00,71.9,594.15,10,6,4,1
0.68953,875.73,59.84,17.09,2.41,0.0,2020-04-26 11:00:00,69.56,758.12,11,6,4,1
0.8385,1078.87,63.12,18.08,3.17,0.0,2020-04-26 12:00:00,68.31,708.58,12,6,4,1
0.81129,1035.53,60.32,18.59,3.59,0.0,2020-04-26 13:00:00,66.4,723.12,13,6,4,1
0.73026,917.19,52.83,18.79,4.0,0.0,2020-04-26 14:00:00,64.26,576.8,14,6,4,1
0.3551,439.63,42.91,18.59,4.41,0.0,2020-04-26 15:00:00,63.92,390.75,15,6,4,1
0.11812,158.65,31.92,18.32,4.48,0.0,2020-04-26 16:00:00,64.93,230.4,16,6,4,1
0.12174,165.32,20.55,17.67,4.55,0.0,2020-04-26 17:00:00,67.4,131.7,17,6,4,1
0.02404,43.78,9.19,16.64,4.14,0.0,2020-04-26 18:00:00,76.03,33.45,18,6,4,1
0.0,0.0,0.0,15.07,3.24,0.0,2020-04-26 19:00:00,84.53,0.0,19,6,4,1
0.0,0.0,0.0,13.92,2.9,0.0,2020-04-26 20:00:00,86.43,0.0,20,6,4,1
0.0,0.0,0.0,12.82,2.69,0.0,2020-04-26 21:00:00,88.06,0.0,21,6,4,1
0.0,0.0,0.0,12.05,2.55,0.0,2020-04-26 22:00:00,90.04,0.0,22,6,4,1
0.0,0.0,0.0,11.3,2.41,0.0,2020-04-26 23:00:00,91.95,0.0,23,6,4,1
0.0,0.0,0.0,10.88,2.34,0.0,2020-04-27 00:00:00,94.37,0.0,0,0,4,1
0.0,0.0,0.0,10.47,2.28,0.0,2020-04-27 01:00:00,97.32,0.0,1,0,4,1
0.0,0.0,0.0,10.3,2.28,0.0,2020-04-27 02:00:00,99.71,0.0,2,0,4,1
0.0,0.0,0.0,10.26,2.34,0.0,2020-04-27 03:00:00,100.0,0.0,3,0,4,1
0.0,0.0,0.0,10.07,2.41,0.0,2020-04-27 04:00:00,100.0,0.0,4,0,4,1
0.0,0.0,0.0,9.71,2.48,0.0,2020-04-27 05:00:00,100.0,10.48,5,0,4,1
0.01872,40.13,8.49,9.46,2.28,0.0,2020-04-27 06:00:00,93.42,94.2,6,0,4,1
0.16208,216.87,19.83,10.31,2.07,0.0,2020-04-27 07:00:00,80.76,230.93,7,0,4,1
0.25627999999999995,314.6,31.21,11.79,2.97,0.0,2020-04-27 08:00:00,68.82,379.33,8,0,4,1
0.53185,643.61,42.27,13.16,3.38,0.0,2020-04-27 09:00:00,62.96,529.28,9,0,4,1
0.7324299999999999,897.78,52.34,13.85,4.0,0.0,2020-04-27 10:00:00,59.63,602.4,10,0,4,1
0.74274,913.81,60.15,14.54,4.55,0.0,2020-04-27 11:00:00,57.22,637.42,11,0,4,1
0.61701,753.47,63.44,15.07,4.9,0.0,2020-04-27 12:00:00,55.5,530.58,12,0,4,1
0.46608,566.62,60.6,15.23,4.97,0.0,2020-04-27 13:00:00,56.12,508.6,13,0,4,1
0.34529000000000004,421.72,53.05,15.26,4.83,0.0,2020-04-27 14:00:00,57.38,365.35,14,0,4,1
0.24663,306.1,43.1,15.34,4.41,0.0,2020-04-27 15:00:00,58.44,265.98,15,0,4,1
0.28496,351.95,32.1,15.37,4.28,0.0,2020-04-27 16:00:00,60.66,220.15,16,0,4,1
0.18072,243.75,20.72,14.85,4.14,0.0,2020-04-27 17:00:00,66.03,112.8,17,0,4,1
0.03512,61.63,9.36,14.14,3.79,0.0,2020-04-27 18:00:00,77.23,30.62,18,0,4,1
0.0,0.0,0.0,13.03,3.38,0.0,2020-04-27 19:00:00,87.24,0.0,19,0,4,1
0.0,0.0,0.0,11.91,2.28,0.0,2020-04-27 20:00:00,90.19,0.0,20,0,4,1
0.0,0.0,0.0,10.88,2.0,0.0,2020-04-27 21:00:00,92.91,0.0,21,0,4,1
0.0,0.0,0.0,10.2,2.0,0.0,2020-04-27 22:00:00,96.38,0.0,22,0,4,1
0.0,0.0,0.0,9.56,1.93,0.0,2020-04-27 23:00:00,100.0,0.0,23,0,4,1
0.0,0.0,0.0,9.19,1.79,0.0,2020-04-28 00:00:00,100.0,0.0,0,1,4,1
0.0,0.0,0.0,8.47,1.66,0.0,2020-04-28 01:00:00,100.0,0.0,1,1,4,1
0.0,0.0,0.0,7.85,1.59,0.0,2020-04-28 02:00:00,100.0,0.0,2,1,4,1
0.0,0.0,0.0,7.33,1.59,0.0,2020-04-28 03:00:00,100.0,0.0,3,1,4,1
0.0,0.0,0.0,6.97,1.52,0.0,2020-04-28 04:00:00,100.0,0.0,4,1,4,1
0.0,0.0,0.0,6.71,1.45,0.0,2020-04-28 05:00:00,100.0,14.4,5,1,4,1
0.0272,49.54,8.72,6.96,1.24,0.0,2020-04-28 06:00:00,92.35,118.88,6,1,4,1
0.18151,248.08,20.05,8.89,1.1,0.0,2020-04-28 07:00:00,81.62,263.12,7,1,4,1
0.36708999999999997,448.16,31.44,10.71,1.72,0.0,2020-04-28 08:00:00,68.12,418.75,8,1,4,1
0.40063,485.9,42.51,12.08,2.28,0.0,2020-04-28 09:00:00,58.17,549.28,9,1,4,1
0.50951,620.68,52.61,12.96,2.76,0.0,2020-04-28 10:00:00,53.58,598.05,10,1,4,1
0.13144,171.51,60.45,13.9,3.03,0.0,2020-04-28 11:00:00,50.99,559.53,11,1,4,1
0.77087,964.87,63.76,14.24,3.24,0.0,2020-04-28 12:00:00,49.96,694.1,12,1,4,1
0.77064,965.28,60.88,15.14,3.45,0.0,2020-04-28 13:00:00,49.52,576.88,13,1,4,1
0.4556,557.99,53.28,15.55,3.59,0.0,2020-04-28 14:00:00,49.83,550.33,14,1,4,1
0.50114,611.48,43.29,15.53,3.79,0.0,2020-04-28 15:00:00,50.63,426.35,15,1,4,1
0.42034,516.66,32.26,15.42,3.93,0.0,2020-04-28 16:00:00,52.11,247.4,16,1,4,1
0.09047,124.72,20.88,15.28,3.93,0.0,2020-04-28 17:00:00,56.15,138.38,17,1,4,1
0.0264,56.19,9.53,14.52,3.66,0.0,2020-04-28 18:00:00,71.74,38.38,18,1,4,1
0.0,0.0,0.0,13.28,3.24,0.0,2020-04-28 19:00:00,82.53,0.0,19,1,4,1
0.0,0.0,0.0,12.06,2.83,0.0,2020-04-28 20:00:00,85.21,0.0,20,1,4,1
0.0,0.0,0.0,11.01,2.48,0.0,2020-04-28 21:00:00,87.87,0.0,21,1,4,1
0.0,0.0,0.0,10.15,2.21,0.0,2020-04-28 22:00:00,89.55,0.0,22,1,4,1
0.0,0.0,0.0,9.41,1.86,0.0,2020-04-28 23:00:00,92.18,0.0,23,1,4,1
0.0,0.0,0.0,8.71,1.66,0.0,2020-04-29 00:00:00,94.84,0.0,0,2,4,1
0.0,0.0,0.0,8.11,1.45,0.0,2020-04-29 01:00:00,97.25,0.0,1,2,4,1
0.0,0.0,0.0,7.36,1.45,0.0,2020-04-29 02:00:00,98.63,0.0,2,2,4,1
0.0,0.0,0.0,6.69,1.38,0.0,2020-04-29 03:00:00,96.93,0.0,3,2,4,1
0.0,0.0,0.0,6.18,1.31,0.0,2020-04-29 04:00:00,96.83,0.0,4,2,4,1
0.0,0.0,0.0,5.77,1.31,0.0,2020-04-29 05:00:00,99.32,18.05,5,2,4,1
0.01529,37.2,8.94,5.73,1.17,0.0,2020-04-29 06:00:00,89.44,164.35,6,2,4,1
0.18633000000000002,259.73,20.28,8.77,1.38,0.0,2020-04-29 07:00:00,72.67,365.52,7,2,4,1
0.41946,512.08,31.67,11.07,2.21,0.0,2020-04-29 08:00:00,60.68,569.33,8,2,4,1
0.61049,742.35,42.75,12.88,2.97,0.0,2020-04-29 09:00:00,55.93,725.97,9,2,4,1
0.7454,919.6,52.87,14.45,3.72,0.0,2020-04-29 10:00:00,53.47,789.08,10,2,4,1
0.85296,1066.6,60.75,15.84,4.41,0.0,2020-04-29 11:00:00,51.94,851.38,11,2,4,1
0.88795,1115.14,64.07,16.97,5.03,0.0,2020-04-29 12:00:00,51.55,819.83,12,2,4,1
0.8510700000000001,1060.64,61.15,17.43,5.59,0.0,2020-04-29 13:00:00,51.19,808.22,13,2,4,1
0.76324,939.92,53.5,17.61,5.86,0.0,2020-04-29 14:00:00,51.28,678.8,14,2,4,1
0.5009,608.77,43.47,17.05,5.79,0.0,2020-04-29 15:00:00,52.06,425.02,15,2,4,1
0.18449000000000002,234.8,32.43,16.79,5.79,0.0,2020-04-29 16:00:00,54.66,247.85,16,2,4,1
0.03428,56.55,21.05,15.98,5.45,0.0,2020-04-29 17:00:00,60.35,143.9,17,2,4,1
0.01824,48.94,9.7,15.05,4.76,0.0,2020-04-29 18:00:00,68.74,44.97,18,2,4,1
0.0,0.0,0.0,13.85,4.41,0.0,2020-04-29 19:00:00,81.26,0.0,19,2,4,1
0.0,0.0,0.0,13.14,4.41,0.0,2020-04-29 20:00:00,88.24,0.0,20,2,4,1
0.0,0.0,0.0,12.63,4.28,0.0,2020-04-29 21:00:00,92.48,0.0,21,2,4,1
0.0,0.0,0.0,12.04,4.34,0.0,2020-04-29 22:00:00,97.01,0.0,22,2,4,1
0.0,0.0,0.0,11.7,4.41,0.0,2020-04-29 23:00:00,100.0,0.0,23,2,4,1
0.0,0.0,0.0,11.34,4.21,0.0,2020-04-30 00:00:00,99.22,0.0,0,3,4,1
0.0,0.0,0.0,11.16,4.14,0.0,2020-04-30 01:00:00,97.62,0.0,1,3,4,1
0.0,0.0,0.0,10.71,3.93,0.0,2020-04-30 02:00:00,96.75,0.0,2,3,4,1
0.0,0.0,0.0,10.34,3.86,0.0,2020-04-30 03:00:00,96.81,0.0,3,3,4,1
0.0,0.0,0.0,10.03,3.66,0.0,2020-04-30 04:00:00,96.61,0.0,4,3,4,1
0.0,0.0,0.0,9.72,3.66,0.0,2020-04-30 05:00:00,97.39,13.8,5,3,4,1
0.03202,55.25,9.17,9.35,3.31,0.0,2020-04-30 06:00:00,89.89,116.55,6,3,4,1
0.18165,247.85,20.49,10.16,4.0,0.0,2020-04-30 07:00:00,77.15,283.27,7,3,4,1
0.41134,496.04,31.89,11.5,4.55,0.0,2020-04-30 08:00:00,67.1,445.15,8,3,4,1
0.6045499999999999,724.66,42.98,12.62,4.48,0.0,2020-04-30 09:00:00,60.7,612.4,9,3,4,1
0.7224400000000001,881.23,53.13,13.77,4.34,0.0,2020-04-30 10:00:00,56.61,655.47,10,3,4,1
0.79367,982.3,61.05,14.65,4.34,0.0,2020-04-30 11:00:00,54.14,702.03,11,3,4,1
0.7917799999999999,984.94,64.38,15.58,4.48,0.0,2020-04-30 12:00:00,52.83,664.58,12,3,4,1
0.61856,760.89,61.42,16.04,4.41,0.0,2020-04-30 13:00:00,52.18,586.67,13,3,4,1
0.60184,738.84,53.71,16.5,4.48,0.0,2020-04-30 14:00:00,52.44,515.85,14,3,4,1
0.43084,526.09,43.65,16.43,4.41,0.0,2020-04-30 15:00:00,53.59,385.65,15,3,4,1
0.26024,324.06,32.6,16.2,4.21,0.0,2020-04-30 16:00:00,55.63,227.5,16,3,4,1
0.13955,186.42,21.21,15.84,4.07,0.0,2020-04-30 17:00:00,59.82,129.57,17,3,4,1
0.038020000000000005,63.61,9.87,15.38,3.79,0.0,2020-04-30 18:00:00,69.84,37.25,18,3,4,1
0.0,0.0,0.0,14.13,4.07,0.0,2020-04-30 19:00:00,82.15,0.0,19,3,4,1
0.0,0.0,0.0,12.97,3.93,0.0,2020-04-30 20:00:00,87.72,0.0,20,3,4,1
0.0,0.0,0.0,12.31,3.72,0.0,2020-04-30 21:00:00,92.04,0.0,21,3,4,1
0.0,0.0,0.0,11.84,3.38,0.0,2020-04-30 22:00:00,95.43,0.0,22,3,4,1
0.0,0.0,0.0,11.44,3.1,0.0,2020-04-30 23:00:00,98.12,0.0,23,3,4,1
0.0,0.0,0.0,11.07,2.9,0.0,2020-05-01 00:00:00,100.0,0.0,0,4,5,1
0.0,0.0,0.0,10.78,2.76,0.0,2020-05-01 01:00:00,100.0,0.0,1,4,5,1
0.0,0.0,0.0,10.32,2.62,0.0,2020-05-01 02:00:00,100.0,0.0,2,4,5,1
0.0,0.0,0.0,9.96,2.48,0.0,2020-05-01 03:00:00,100.0,0.0,3,4,5,1
0.0,0.0,0.0,9.55,2.34,0.0,2020-05-01 04:00:00,100.0,0.0,4,4,5,1
0.0,0.0,0.0,9.2,2.21,0.0,2020-05-01 05:00:00,100.0,16.38,5,4,5,1
0.024239999999999998,42.63,9.39,9.28,2.14,0.0,2020-05-01 06:00:00,92.9,97.38,6,4,5,1
0.10671,142.57,20.71,11.15,2.76,0.0,2020-05-01 07:00:00,82.56,178.48,7,4,5,1
0.32356999999999997,395.29,32.1,12.83,3.45,0.0,2020-05-01 08:00:00,71.79,225.62,8,4,5,1
0.51234,623.97,43.21,15.45,3.93,0.0,2020-05-01 09:00:00,65.16,370.73,9,4,5,1
0.6673,826.37,53.38,17.1,4.14,0.0,2020-05-01 10:00:00,60.17,554.28,10,4,5,1
0.7551,951.42,61.34,18.63,4.28,0.0,2020-05-01 11:00:00,55.89,630.7,11,4,5,1
0.76137,964.6,64.68,19.39,4.34,0.0,2020-05-01 12:00:00,53.15,526.55,12,4,5,1
0.75124,955.27,61.69,20.82,4.48,0.0,2020-05-01 13:00:00,51.94,559.5,13,4,5,1
0.70163,886.11,53.93,21.27,4.55,0.0,2020-05-01 14:00:00,52.62,617.42,14,4,5,1
0.5824,729.08,43.84,21.73,4.55,0.0,2020-05-01 15:00:00,54.29,473.33,15,4,5,1
0.40145,508.18,32.77,21.94,4.34,0.0,2020-05-01 16:00:00,56.97,289.45,16,4,5,1
0.16832,233.78,21.37,21.61,4.07,0.0,2020-05-01 17:00:00,62.51,167.3,17,4,5,1
0.03228,62.11,10.04,20.63,3.03,0.0,2020-05-01 18:00:00,77.67,46.7,18,4,5,1
0.0,0.0,0.0,18.09,3.86,0.0,2020-05-01 19:00:00,87.82,0.0,19,4,5,1
0.0,0.0,0.0,16.36,3.38,0.0,2020-05-01 20:00:00,91.7,0.0,20,4,5,1
0.0,0.0,0.0,15.23,2.9,0.0,2020-05-01 21:00:00,95.6,0.0,21,4,5,1
0.0,0.0,0.0,14.27,2.48,0.0,2020-05-01 22:00:00,99.91,0.0,22,4,5,1
0.0,0.0,0.0,13.55,2.21,0.0,2020-05-01 23:00:00,100.0,0.0,23,4,5,1
0.0,0.0,0.0,12.95,2.0,0.0,2020-05-02 00:00:00,100.0,0.0,0,5,5,1
0.0,0.0,0.0,12.46,1.79,0.0,2020-05-02 01:00:00,100.0,0.0,1,5,5,1
0.0,0.0,0.0,11.91,1.59,0.0,2020-05-02 02:00:00,100.0,0.0,2,5,5,1
0.0,0.0,0.0,11.4,1.38,0.0,2020-05-02 03:00:00,100.0,0.0,3,5,5,1
0.0,0.0,0.0,10.75,1.17,0.0,2020-05-02 04:00:00,100.0,0.0,4,5,5,1
0.0,0.0,0.0,10.27,0.97,0.0,2020-05-02 05:00:00,100.0,18.4,5,5,5,1
0.024460000000000003,49.45,9.6,10.88,0.48,0.0,2020-05-02 06:00:00,94.8,135.38,6,5,5,1
0.18144,254.23,20.91,12.9,0.14,0.0,2020-05-02 07:00:00,83.31,289.88,7,5,5,1
0.34369,432.08,32.31,15.2,0.76,0.0,2020-05-02 08:00:00,69.64,448.5,8,5,5,1
0.52411,661.05,43.43,17.26,1.31,0.0,2020-05-02 09:00:00,61.96,649.55,9,5,5,1
0.70674,912.98,53.63,19.23,1.93,0.0,2020-05-02 10:00:00,58.38,794.42,10,5,5,1
0.80323,1053.63,61.62,21.03,2.62,0.0,2020-05-02 11:00:00,55.48,885.25,11,5,5,1
0.82928,1090.74,64.98,22.57,3.31,0.0,2020-05-02 12:00:00,53.23,910.53,12,5,5,1
0.80026,1046.46,61.95,23.69,3.79,0.0,2020-05-02 13:00:00,51.85,845.25,13,5,5,1
0.71646,926.26,54.14,24.43,4.0,0.0,2020-05-02 14:00:00,51.17,728.0,14,5,5,1
0.5797100000000001,740.76,44.01,24.77,3.93,0.0,2020-05-02 15:00:00,50.52,605.28,15,5,5,1
0.35394,455.78,32.93,24.73,3.72,0.0,2020-05-02 16:00:00,50.18,410.0,16,5,5,1
0.18008000000000002,256.89,21.53,24.28,3.52,0.0,2020-05-02 17:00:00,56.76,220.3,17,5,5,1
0.02652,58.25,10.21,23.17,2.9,0.0,2020-05-02 18:00:00,75.51,59.85,18,5,5,1
0.0,0.0,0.0,21.23,2.76,0.0,2020-05-02 19:00:00,79.2,0.0,19,5,5,1
0.0,0.0,0.0,19.42,2.55,0.0,2020-05-02 20:00:00,80.95,0.0,20,5,5,1
0.0,0.0,0.0,17.96,2.21,0.0,2020-05-02 21:00:00,82.91,0.0,21,5,5,1
0.0,0.0,0.0,16.45,1.86,0.0,2020-05-02 22:00:00,83.0,0.0,22,5,5,1
0.0,0.0,0.0,14.84,1.45,0.0,2020-05-02 23:00:00,83.01,0.0,23,5,5,1
0.0,0.0,0.0,14.08,1.17,0.0,2020-05-03 00:00:00,85.2,0.0,0,6,5,1
0.0,0.0,0.0,13.44,0.97,0.0,2020-05-03 01:00:00,88.98,0.0,1,6,5,1
0.0,0.0,0.0,12.7,0.9,0.0,2020-05-03 02:00:00,93.77,0.0,2,6,5,1
0.0,0.0,0.0,11.48,1.03,0.0,2020-05-03 03:00:00,99.9,0.0,3,6,5,1
0.0,0.0,0.0,10.36,1.31,0.0,2020-05-03 04:00:00,100.0,0.0,4,6,5,1
0.0,0.0,0.0,9.85,1.45,0.0,2020-05-03 05:00:00,100.0,22.65,5,6,5,1
0.02588,51.38,9.81,10.14,1.38,0.0,2020-05-03 06:00:00,92.97,170.38,6,6,5,1
0.18309999999999998,256.61,21.12,13.94,0.9,0.0,2020-05-03 07:00:00,82.2,354.9,7,6,5,1
0.38600999999999996,491.11,32.52,17.29,0.83,0.0,2020-05-03 08:00:00,67.88,533.75,8,6,5,1
