Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,5203152,-,b'Iloilo',b'Philippines',10.7,122.57,8,5,8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Temperature,Wind Speed,Relative Humidity
2019,1,1,0,0,0,0,0,25.8,5.1000000000000005,93.64
2019,1,1,1,0,0,0,0,25.700000000000003,5.300000000000001,93.36
2019,1,1,2,0,0,0,0,25.6,5.4,92.86
2019,1,1,3,0,0,0,0,25.5,5.300000000000001,92.74
2019,1,1,4,0,0,0,0,25.400000000000002,5.300000000000001,92.92
2019,1,1,5,0,0,0,0,25.400000000000002,5.2,92.85000000000001
2019,1,1,6,0,0,0,0,25.700000000000003,5.300000000000001,91.74
2019,1,1,7,0,147,499,53,26.400000000000002,5.800000000000001,89.86
2019,1,1,8,0,212,99,172,27.1,6.5,87.9
2019,1,1,9,0,311,79,264,27.8,6.7,82.37
2019,1,1,10,0,167,1,166,28.400000000000002,6.6000000000000005,78.18
2019,1,1,11,0,279,14,268,28.900000000000002,6.300000000000001,75.39
2019,1,1,12,0,570,171,428,29.3,5.9,73.5
2019,1,1,13,0,823,896,112,29.5,5.6000000000000005,72.82000000000001
2019,1,1,14,0,609,501,260,29.5,5.4,73.03
2019,1,1,15,0,526,764,108,29.3,5.1000000000000005,74.38
2019,1,1,16,0,311,633,85,28.700000000000003,4.4,78.66
2019,1,1,17,0,91,338,45,27.6,4,84.41
2019,1,1,18,0,0,0,0,27,4.1000000000000005,87.7
2019,1,1,19,0,0,0,0,26.700000000000003,4.1000000000000005,89.88
2019,1,1,20,0,0,0,0,26.400000000000002,4.1000000000000005,91.60000000000001
2019,1,1,21,0,0,0,0,26.200000000000003,4.4,92.15
2019,1,1,22,0,0,0,0,25.900000000000002,4.5,93.19
2019,1,1,23,0,0,0,0,25.700000000000003,4.6000000000000005,93.46000000000001
2019,1,2,0,0,0,0,0,25.5,4.7,93.89
2019,1,2,1,0,0,0,0,25.400000000000002,4.9,93.69
2019,1,2,2,0,0,0,0,25.400000000000002,5.2,92.26
2019,1,2,3,0,0,0,0,25.400000000000002,5.300000000000001,91.21000000000001
2019,1,2,4,0,0,0,0,25.400000000000002,5.2,91.31
2019,1,2,5,0,0,0,0,25.400000000000002,5.1000000000000005,92.09
2019,1,2,6,0,0,0,0,25.6,5.4,92.17
2019,1,2,7,0,139,471,51,26.400000000000002,6.1000000000000005,88.96000000000001
2019,1,2,8,0,320,468,131,27.200000000000003,6.9,84.06
2019,1,2,9,0,486,446,225,27.900000000000002,7.2,79.62
